propietario|prop_tgr_id|rut
SOC DE INVERSIONES LA TIRANA LIM|E000042899|77012380-1
SOC DE INVERSIONES LA TIRANA LTDA|E000042899|77012380-1
SOC DE INVERS MANANTIALES LIMITA|E000042900|96666080-5
SOC DE INVERS ORLANDO CANTUARIAS|E000042902|0-0
SOC DE INVERS PENALOLEN LTDA|E000042903|89132100-7
SOC DE INVERS RIO MIRAFLORES LTD|E000042904|77561830-2
SOC DE INVERS SALVADOR SANTIAGO|E000042905|76734000-1
SOC DE INVERS SANTA CECILIA LIMI|E000042906|76030993-1
SOC DE INVERS SCHILLER RAHAUSEN|E000042907|77847400-K
SOC DE INVERS STA CRISTINA|E000042908|0-0
SOC DE INVERS STA OLGA LIMITADA|E000042909|0-0
SOC DE INVERS TAINAMAR Y CIA LIM|E000042910|0-0
SOC DE INVERS TIVOLI LTDA|E000042911|77746960-6
SOC DE INVERS TROPICANA LIMITADA|E000042912|78369460-3
SOC DE INVERS TROPICANA LTDA|E000042912|78369460-3
SOC DE INVERSIONES TROPICANA LIM|E000042912|78369460-3
SOC DE INVERSIONES TROPICANA LTD|E000042912|78369460-3
SOC DE INVERSIONES TROPICANA LTDA|E000042912|78369460-3
SOC DE INVERS V ADM DE INM LTDA|E000042913|0-0
SOC DE INVERS VICHUQUEN LTDA|E000042914|77182270-3
SOCIEDAD DE INV VICHUQUEN LTDA|E000042914|77182270-3
SOC DE INVERS WORT S A|E000042915|0-0
SOC DE INVERS WORTH S A|E000042915|0-0
SOCIEDAD DE INVERSIONES WORTH SA|E000042915|0-0
SOC DE INVERS Y ASESORIAS OLBA LTDA|E000042916|78700640-K
SOC DE INVERS Y ASESORIAS OMEGA LTDA|E000042917|78807040-3
SOC DE INVERS Y PROCESOS METALUR|E000042918|0-0
SOC DE INVERSION Y RENTA ASOCIADA S A|E000042919|99547550-2
SOC DE INVERSIONES|E000042920|0-0
SOC DE INVERSIONES ABRIL LTDA|E000042921|77829640-3
SOC DE INVERSIONES ABRIL S A|E000042922|79759840-2
SOC DE INVERSIONES ACQUABELLEZA|E000042923|76788180-0
SOC DE INVERSIONES AGUAS BLANCAS|E000042924|77353800-K
SOC DE INVERSIONES AKKO LIMITADA|E000042925|78064640-3
SOC DE INVERSIONES ALBATROS LIMITADA|E000042926|77624890-8
SOC DE INVERSIONES ALBOR|E000042927|77907910-4
SOC DE INVERSIONES ALBORNOZ LIMITADA|E000042927|77907910-4
SOCIEDAD DE INVERSIONES ALBORNOZ|E000042927|77907910-4
SOC DE INVERSIONES ALDEBARAN LTDA|E000042928|86910200-8
SOC DE INVERSIONES ALEF LIMITADA|E000042929|0-0
SOC DE INVERSIONES ALGARROBO LIM|E000042930|77737000-6
SOC DE INVERSIONES ALMARAQ LTDA|E000042931|78017240-1
SOC DE INVERSIONES ALTAMIRA LTDA|E000042932|76070066-5
SOC DE INVERSIONES ALTAZOR Y COMPANIA|E000042933|77973830-2
SOC DE INVERSIONES ALVI LIMITADA|E000042934|0-0
SOC DE INVERSIONES ALVI LTDA|E000042934|0-0
SOC DE INVERSIONES ANDRES MILLAN Y CIA|E000042935|78469410-0
SOC DE INVERSIONES ARAUCANA SPA|E000042936|79993230-K
SOC DE INVERSIONES ARAUCARIA LIMITADA|E000042937|79835880-4
SOCIEDAD DE INVERSIONES ARAUCANIA LIMITA|E000042937|79835880-4
SOC DE INVERSIONES ARAUCARIA SA|E000042938|96590110-8
SOC DE INVERSIONES ASESORIAS GESTION Y S|E000042939|0-0
SOC DE INVERSIONES ASESORIAS Y R|E000042940|0-0
SOC DE INVERSIONES ASIS LIMITADA|E000042941|77126200-7
SOC DE INVERSIONES ASTURIAS LTDA|E000042942|89374100-3
SOC DE INVERSIONES ASUSPOWER LIM|E000042943|0-0
SOC DE INVERSIONES ASUSPOWER LIMITADA|E000042943|0-0
SOC DE INVERSIONES ATALAYA LIMITADA|E000042944|76388253-5
SOC DE INVERSIONES ATID LIMITADA|E000042945|77712517-6
SOC DE INVERSIONES AURORA LIMITA|E000042946|77524850-5
SOC DE INVERSIONES AURORA LIMITADA|E000042946|77524850-5
SOC DE INVERSIONES AURORA LTDA |E000042946|77524850-5
SOC DE INVERSIONES LA AURORA LTDA|E000042946|77524850-5
SOC DE INVERSIONES AZET S A|E000042947|99586340-5
SOC DE INVERSIONES BAABOR SOMMER|E000042948|78625800-6
SOC DE INVERSIONES BAABOR SOMMER Y Y COM|E000042949|78625800-6
SOC DE INVERSIONES BARCELONA LIM|E000042950|76310764-7
SOC DE INVERSIONES BATBIDE LIMIT|E000042951|76153230-8
SOC DE INVERSIONES BAWI LIMITADA|E000042952|0-0
SOC DE INVERSIONES BAWI LTDA|E000042952|0-0
SOC DE INVERSIONES BEASAIN LIMITADA|E000042953|0-0
SOC DE INVERSIONES BERTUCH LTDA|E000042954|78181280-3
SOCIEDAD DE INVERSIONES BERTUCH|E000042954|78181280-3
SOC DE INVERSIONES BIME LIMITADA|E000042955|78280270-4
SOC DE INVERSIONES BIO REC LIMITADA|E000042956|78369370-4
SOC DE INVERSIONES BOUZO HERMANO|E000042957|96943170-K
SOC DE INVERSIONES BUIN LIMITADA|E000042958|77781350-1
SOC DE INVERSIONES BURGOS LIMITA|E000042959|78352660-3
SOC DE INVERSIONES C Y D LTDA|E000042960|76012832-5
SOCIEDAD DE INVERSIONES C Y D LI|E000042960|76012832-5
SOC DE INVERSIONES CABO PILAR LI|E000042961|76211620-0
SOC DE INVERSIONES CABO PILAR LIMITADA|E000042961|76211620-0
SOC DE INVERSIONES CACHAGUA LIMI|E000042962|77983970-2
SOC DE INVERSIONES CANAL LIMITADA|E000042964|89883300-3
SOC DE INVERSIONES CANAL LTDA|E000042964|89883300-3
SOC DE INVERSIONES CAREN LIMITAD|E000042965|76239889-3
SOCIEDAD DE INVERSIONES CARMEN LIMITADA|E000042965|76239889-3
SOCIEDAD DE INVERSIONES DEL CARMEN LIMIT|E000042965|76239889-3
SOC DE INVERSIONES CARPE DIEM S A|E000042966|96763330-5
SOC DE INVERSIONES CARPE DIEM SA|E000042966|96763330-5
SOC DE INVERSIONES CASABLANCA LTDA|E000042967|78779390-8
SOC DE INVERSIONES CASAS PEREZ LTDA|E000042968|78627470-2
SOC DE INVERSIONES CASTIGLIONI Y|E000042969|78242800-4
SOC DE INVERSIONES CATEMITO LTD|E000042970|77079780-2
SOC DE INVERSIONES CECORMU LIMITADA|E000042971|78298270-2
SOC DE INVERSIONES CEDROS LIMITADA|E000042972|76085170-1
SOC DE INVERSIONES CENTER S A|E000042973|96597120-3
SOCIEDAD DE INVER CENTER S A|E000042973|96597120-3
SOCIEDAD DE INVERSIONES CENTER S|E000042973|96597120-3
SOC DE INVERSIONES CERRO LARGO S|E000042974|96984500-8
SOC DE INVERSIONES CHACABUCO LIM|E000042975|78020390-0
SOC DE INVERSIONES CHACABUCO LIMITADA|E000042975|78020390-0
SOC DE INVERSIONES CHAIGNAL LIMITADA|E000042976|79540120-2
SOC DE INVERSIONES CHI SA|E000042977|76902280-5
SOC DE INVERSIONES CHIAVARI LIMI|E000042978|76302075-4
SOC DE INVERSIONES CINCO DE FEBR|E000042979|0-0
SOC DE INVERSIONES COCHAMO LIMIT|E000042980|77466630-3
SOC DE INVERSIONES COLLIGUAY S A|E000042981|96615150-1
SOC DE INVERSIONES COMUNIDAD CIS|E000042982|0-0
SOC DE INVERSIONES CONGUILLIO LI|E000042984|77553100-2
SOC DE INVERSIONES CONGUILLIO LIMITADA|E000042984|77553100-2
SOC DE INVERSIONES CONN Y CONN L|E000042985|0-0
SOC DE INVERSIONES CONTE LIMITADA|E000042987|76715330-9
SOC DE INVERSIONES CONTE LTDA|E000042987|76715330-9
SOCIEDAD DE INVERSIONES CONTA LI|E000042987|76715330-9
SOCIEDAD DE INVERSIONES CONTA LIMITADA|E000042987|76715330-9
SOC DE INVERSIONES CORRALES DE BUELNA LI|E000042988|78843540-1
SOC DE INVERSIONES CUBIN LTDA|E000042990|0-0
SOC DE INVERSIONES DE LA MAZA Y|E000042991|77517576-1
SOC DE INVERSIONES DELMOR S A|E000042992|0-0
SOC DE INVERSIONES DELVAL LTDA|E000042993|76206230-5
SOC DE INVERSIONES DEMANDES WOLF|E000042994|77102091-7
SOC DE INVERSIONES DEMAYAMI LIMI|E000042995|77903610-3
SOC DE INVERSIONES DIAMA LTDA|E000042996|76786710-7
SOC DE INVERSIONES DON ANDRESITO SA|E000042997|0-0
SOC INVERSIONES DON ANDRESITO SA|E000042997|0-0
SOC DE INVERSIONES DON SIMON LTDA|E000042999|78498760-4
SOC DE INVERSIONES DONA EVARISTA|E000043000|77854010-K
SOC DE INVERSIONES DONA MARTA S|E000043001|77182701-2
SOC DE INVERSIONES E|E000043002|0-0
SOC DE INVERSIONES E IMPORT ASESORIAS CO|E000043003|0-0
SOC DE INVERSIONES E INGENIERIA|E000043004|76083837-3
SOC DE INVERSIONES E INGENIERIA S|E000043005|76083837-3
SOC DE INVERSIONES E INMOB CIMA LTD|E000043006|78270520-2
SOC DE INVERSIONES E INMOBILIARIA LA CIM|E000043006|78270520-2
SOC DE INVERSIONES E INMOB HADEA|E000043007|77272930-8
SOC DE INVERSIONES E INMOBILIARIA HADEA|E000043007|77272930-8
SOC DE INVERSIONES E INMOB LA ESCUEL|E000043008|76771540-4
SOC DE INVERSIONES E INMOB P Y P|E000043009|76783670-8
SOC DE INVERSIONES E INMOB SANTA|E000043010|77174400-1
SOC DE INVERSIONES E INMOBILIARIA SANTA|E000043010|77174400-1
SOC DE INVERSIONES E INMOBILIARIA|E000043011|0-0
SOC DE INVERSIONES E INMOBILIARIA ABA LI|E000043012|79750210-3
SOCIEDAD DE INV E INMOB ABA LIMI|E000043012|79750210-3
SOC DE INVERSIONES E INMOBILIARIA ABA SP|E000043013|79750210-3
SOC DE INVERSIONES E INMOBILIARIA ALFA L|E000043014|77279370-7
SOC DE INVERSIONES E INMOBILIARIA BAESLE|E000043015|0-0
SOC DE INVERSIONES E INMOBILIARIA BORSAN|E000043016|96731760-8
SOC DE INVERSIONES E INMOBILIARIA COTA 1|E000043017|78778760-6
SOC DE INVERSIONES E INMOBILIARIA DO|E000043018|0-0
SOC DE INVERSIONES E INMOBILIARIA DONA C|E000043019|76552535-7
SOC DE INVERSIONES E INMOBILIARIA GUAYA|E000043022|0-0
SOC DE INVERSIONES E INMOBILIARIA JARDI|E000043024|0-0
SOC DE INVERSIONES E INMOBILIARIA LA FUE|E000043025|78248330-7
SOC DE INVERSIONES E INMOBILIARIA LA GOL|E000043026|0-0
SOC DE INVERSIONES E INMOBILIARIA LIMITA|E000043027|0-0
SOC DE INVERSIONES E INMOBILIARIA LOS TR|E000043028|0-0
SOC DE INVERSIONES E INMOBILIARIA MONDIN|E000043029|0-0
SOC DE INVERSIONES E INMOBILIARIA PIEDRA|E000043030|77513450-K
SOC DE INVERSIONES E INMOBILIARIA TECNIC|E000043032|77060470-2
SOC DE INVERSIONES E INMOBILIARIA TROMPA|E000043033|78066500-9
SOC DE INVERSIONES E Y E LTDA|E000043034|78765880-6
SOC DE INVERSIONES EL AROMO S A|E000043036|96681330-K
SOC DE INVERSIONES EL BOSQUE LTDA|E000043037|76047715-K
SOC DE INVERSIONES EL CAMPANARIO|E000043038|78757690-7
SOC DE INVERSIONES EL CANELO TRE|E000043039|77362120-9
SOC DE INVERSIONES EL CANELO TRES LIMITA|E000043039|77362120-9
SOC DE INVERSIONES EL ESPINO LTD|E000043040|76104462-1
SOC DE INVERSIONES ES ESPINO LTD|E000043040|76104462-1
SOC DE INVERSIONES EL LLANO LIMI|E000043041|76194890-3
SOC DE INVERSIONES EL MANZANITO LI MITAD|E000043043|78530920-0
SOC DE INVERSIONES EL MEMBRILLO|E000043044|77501170-K
SOC DE INVERSIONES EL MEMBRILLO LIMITADA|E000043044|77501170-K
SOC DE INVERSIONES EL MORADO S A|E000043045|0-0
SOC DE INVERSIONES EL OLIVAR S A|E000043046|96955690-1
SOC DE INVERSIONES EL OVERO LIMITADA|E000043047|77822230-2
SOC DE INVERSIONES EL PARRON LIM|E000043048|77558990-6
SOC DE INVERSIONES EL PARRON LIMITADA|E000043048|77558990-6
SOCIEDAD DE INVERSIONES EL PARRO|E000043048|77558990-6
SOC DE INVERSIONES EL PELLIN LIM|E000043049|78772540-6
SOC DE INVERSIONES EL PIUQUEN LI|E000043050|0-0
SOCIEDAD DE INVERSIONES EL PIUQU|E000043050|0-0
SOC DE INVERSIONES EL RECUERDO S A |E000043051|77201970-K
SOC DE INVERSIONES EL TOME LIMIT|E000043052|78477040-0
SOC DE INVERSIONES EL TRAUCO|E000043053|88078300-9
SOC DE INVERSIONES EL TRAUCO LIM|E000043053|88078300-9
SOC DE INVERSIONES EL TRIGAL S A|E000043054|99585990-4
SOC DE INVERSIONES EMPRENOR LTDA|E000043055|79791580-7
SOC DE INVERSIONES ESTONIA S A|E000043056|96671530-8
SOC DE INVERSIONES EUROSUR LIMIT|E000043057|77298550-9
SOC DE INVERSIONES EUROSUR LTDA|E000043057|77298550-9
SOCIEDAD DE INVERSIONES EUROSUR|E000043057|77298550-9
SOC DE INVERSIONES EVERJOY LIMIT|E000043058|0-0
SOC DE INVERSIONES EVERJOY LIMITADA|E000043058|0-0
SOC DE INVERSIONES F|E000043059|0-0
SOC DE INVERSIONES F A C S A|E000043060|77061550-K
SOC DE INVERSIONES FACTORING E I|E000043061|0-0
SOC DE INVERSIONES FARMAC Y COMP|E000043062|0-0
SOC DE INVERSIONES FENIX LTDA|E000043063|76790611-0
SOCIEDAD DE INVERSIONES FENIX LIMITADA|E000043063|76790611-0
SOC DE INVERSIONES FERMAR LTDA|E000043064|0-0
SOC DE INVERSIONES FIRST LTDA|E000043065|0-0
SOC DE INVERSIONES FLOPA LIMITADA|E000043066|78350510-K
SOC DE INVERSIONES FOSSATTI E HI|E000043067|76249320-9
SOC DE INVERSIONES FOSSATTI E HIJOS LIMI|E000043068|76249320-9
SOC DE INVERSIONES FRAY LTDA|E000043069|0-0
SOC DE INVERSIONES G Y F LIMITADA|E000043070|77602880-0
SOC DE INVERSIONES G Y V LIMITADA|E000043071|78740290-9
SOC DE INVERSIONES GAC Y ANDREAN|E000043072|77539730-6
SOC DE INVERSIONES GALO LIMITADA|E000043073|76217940-7
SOC DE INVERSIONES GAMBIN E HIJO|E000043074|77547060-7
SOC DE INVERSIONES GARVAL LIMITADA|E000043075|78245020-4
SOC DE INVERSIONES GAURAMA LTDA|E000043076|79770620-5
SOCIEDAD DE INVERSIONES GAURAMA LTD|E000043076|79770620-5
SOC DE INVERSIONES GEFERSA LIMITADA|E000043077|96541660-9
SOC DE INVERSIONES GENESIS S A|E000043078|76027837-8
SOC DE INVERSIONES GEYTOOLS LIMITADA|E000043079|79763920-6
SOC DE INVERSIONES GEZA LIMITADA|E000043080|94319000-3
SOC DE INVERSIONES GIRASOL LTDA|E000043081|78314240-6
SOCIEDAD DE INVERSIONES DE GIROL|E000043081|78314240-6
SOCIEDAD DE INVERSIONES GIRASOL|E000043081|78314240-6
SOC DE INVERSIONES GLUCKSMANN Y|E000043082|76818340-6
SOC DE INVERSIONES GOSEN LIMITADA|E000043083|87971500-8
SOC DE INVERSIONES GREGORIO PIZA|E000043084|0-0
SOC DE INVERSIONES GRUPPO LIMITA|E000043085|0-0
SOC DE INVERSIONES GUBELIN Y ALV|E000043086|0-0
SOC DE INVERSIONES GUREDOYA S A|E000043087|96727350-3
SOC DE INVERSIONES GUREDOYA SA|E000043087|96727350-3
SOC DE INVERSIONES GURIA LTDA|E000043088|78707200-3
SOC DE INVERSIONES GUTIERREZ LIMITADA|E000043089|76188910-9
SOC DE INVERSIONES H F LIMITADA|E000043090|0-0
SOC DE INVERSIONES HAMBURGO SA|E000043091|76808410-6
SOC DE INVERSIONES HANNA Y COMPANIA|E000043092|77188370-2
SOCIEDAD DE INV HANNA Y COMPANIA|E000043092|77188370-2
SOC DE INVERSIONES HENNESSY S A |E000043093|0-0
SOC DE INVERSIONES HOFFENS LIMITADA|E000043094|0-0
SOC DE INVERSIONES HUA HUAR LIMI|E000043095|79927980-0
SOC DE INVERSIONES HUA HUAR LIMITADA|E000043095|79927980-0
SOC DE INVERSIONES HUATIS S A|E000043096|96730800-5
SOCIEDAD DE INVERSIONES HUATIS S|E000043096|96730800-5
SOC DE INVERSIONES HUMBERTO CAST|E000043097|0-0
SOC DE INVERSIONES I R P S A|E000043098|0-0
SOC DE INVERSIONES IRP S A|E000043098|0-0
SOC DE INVERSIONES IMPORTACIONES|E000043099|77157673-7
SOC DE INVERSIONES INGENIO ROJO Y BL|E000043100|77110450-9
SOC DE INVERSIONES INMOB YURAC Y|E000043101|76777160-6
SOC DE INVERSIONES INMOBILIARIA|E000043102|0-0
SOC DE INVERSIONES INMOBILIARIAS|E000043103|78648080-9
SOCIEDAD DE INVERSION INMOBILIAR|E000043103|78648080-9
SOCIEDAD DE INVERSIONES INMOBILI|E000043103|78648080-9
SOCIEDAD DE INVERSIONES INMOBILIARIAS IN|E000043103|78648080-9
SOC DE INVERSIONES INMOBILIARIAS NARGANE|E000043104|78648080-9
SOC DE INVERSIONES INSIDE LTDA|E000043105|0-0
SOC DE INVERSIONES INTERMEDICA LIMITADA|E000043106|77862880-5
SOC DE INVERSIONES ISI LIMITADA|E000043107|78953070-K
SOC DE INVERSIONES ISILDUR LIMITADA|E000043108|78585920-0
SOC DE INVERSIONES KOFFU LIMITADA|E000043109|77594260-6
SOC DE INVERSIONES KRALJEVIC LIM|E000043110|78781740-8
SOC DE INVERSIONES LA ESPERANZA|E000043111|76651860-5
SOC DE INVERSIONES LA PALMA LIMI|E000043112|78850840-9
SOC DE INVERSIONES LA PALMA LIMITADA|E000043112|78850840-9
SOCIEDAD DE INVERSIONES LA PALMA|E000043112|78850840-9
SOC DE INVERSIONES LA POZA DE RO|E000043113|0-0
SOC DE INVERSIONES LA POZA DE ROSARIO LI|E000043114|77140580-0
SOC DE INVERSIONES LA REINA LIMI|E000043115|76183739-7
SOC DE INVERSIONES LA REINA LTDA|E000043115|76183739-7
SOCIEDAD DE INV LA REINA LTDA|E000043115|76183739-7
SOCIEDAD DE INVERSIONES LA REINA|E000043115|76183739-7
SOCIEDAD DE INVERSIONES LA REINA LIMITAD|E000043115|76183739-7
SOC DE INVERSIONES LAGO SOFIA LI|E000043116|76948238-5
SOC DE INVERSIONES LAGO SOFIA LIMITADA|E000043116|76948238-5
SOC DE INVERSIONES LAGUNA AZUL L|E000043117|77384391-0
SOC DE INVERSIONES LAS DELICIAS|E000043118|77777930-3
SOC DE INVERSIONES LAS DELICIAS LIMITADA|E000043118|77777930-3
SOC DE INVERSIONES LAS DELICIAS L|E000043119|77777930-3
SOC DE INVERSIONES LAS ENCINAS L|E000043120|79715450-4
SOC DE INVERSIONES LAS ENCINAS LIMITADA|E000043121|79715450-4
SOC DE INVERSIONES LAS HIDALGAS LIMITADA|E000043122|79613070-9
SOC DE INVERSIONES LAS LOMAS LTD|E000043123|78628320-5
SOC DE INVERSIONES LAS PERDICES|E000043124|96793790-8
SOC DE INVERSIONES LAS PERDICES S A|E000043124|96793790-8
SOCIEDAD DE INVERSION LAS PERDIC|E000043124|96793790-8
SOC DE INVERSIONES LAS TRES MARI|E000043125|76141070-9
SOC DE INVERSIONES LAS TRES MARIAS LIMIT|E000043125|76141070-9
SOC DE INVERSIONES LAS VERTIENTES|E000043126|96791770-2
SOC DE INVERSIONES LAUTARO LIMITADA|E000043127|76421037-9
SOC DE INVERSIONES LEASING Y PROYECT|E000043128|78636390-K
SOC DE INVERSIONES LEBERT CHILE|E000043129|77756790-K
SOC DE INVERSIONES LEBERT CHILE LIMITADA|E000043129|77756790-K
SOC DE INVERSIONES LEDUR S A|E000043130|99518200-9
SOC DE INVERSIONES LIBRA S A|E000043131|96726270-6
SOC DE INVERSIONES LLARETA LIMITADA|E000043132|96580860-4
SOC DE INVERSIONES LOBOS Y LOBOS|E000043133|78959170-9
SOC DE INVERSIONES LOBOS Y LOBOS LIMITAD|E000043133|78959170-9
SOC DE INVERSIONES LORCA Y ESTIBILL LTDA|E000043134|76335932-8
SOC DE INVERSIONES LOS ALERCES L|E000043135|78865030-2
SOC DE INVERSIONES LOS AZULES LTDA|E000043136|78378050-K
SOC DE INVERSIONES LOS CARPINTER|E000043137|78245550-8
SOC DE INVERSIONES LOS CARPINTEROS LIMIT|E000043137|78245550-8
SOC DE INVERSIONES LOS CASTANOS S A|E000043138|96918630-6
SOC DE INVERSIONES LOS DRAGONES|E000043139|77544190-9
SOC DE INVERSIONES LOS LAGOS LIM|E000043140|77372790-2
SOC DE INVERSIONES LOS LAGOS LIMITADA|E000043140|77372790-2
SOC DE INVERSIONES LOS LINGUES L|E000043141|78568430-3
SOC DE INVERSIONES LOS MAITENES LIMITADA|E000043142|76312691-9
SOC DE INVERSIONES LOS MAITENES S A|E000043143|96524790-4
SOC DE INVERSIONES LOS MOLLES LI|E000043144|76551050-3
SOCIEDAD DE INVERSIONES LOS MOLL|E000043144|76551050-3
SOCIEDAD DE INVERSIONES LOS MOLLES LIMIT|E000043144|76551050-3
SOC DE INVERSIONES LOS PEUMOS LT|E000043145|78540280-4
SOC DE INVERSIONES LOS PEUMOS LTDA|E000043145|78540280-4
SOCIEDAD DE INVERSIONES LOS PEUM|E000043145|78540280-4
SOC DE INVERSIONES LOS PEUMOS S|E000043146|96899300-3
SOC DE INVERSIONES LOS SAUCES S|E000043147|99585880-0
SOC DE INVERSIONES LOVECA LIMITADA|E000043148|96870960-7
SOC DE INVERSIONES LUCERNA LIMIT|E000043149|79747070-8
SOC DE INVERSIONES LUIS BUDINI LAGOS LIM|E000043150|77324350-6
SOC DE INVERSIONES M T H LTDA|E000043151|78449520-5
SOC DE INVERSIONES M Y G LTDA|E000043152|78863180-4
SOC DE INVERSIONES MALLOA LTDA|E000043153|89842600-9
SOC DE INVERSIONES MALUAL S A|E000043154|0-0
SOC DE INVERSIONES MANANTIALES L|E000043155|96666080-5
SOC DE INVERSIONES MANATIALES LI|E000043155|96666080-5
SOC DE INVERSIONES MAPLE LEAF LI|E000043156|0-0
SOC DE INVERSIONES MAPLE LEAF LIMITADA|E000043156|0-0
SOC DE INVERSIONES MARA LIMITADA|E000043157|78439160-4
SOC DE INVERSIONES MASAI MARA LIMITADA|E000043157|78439160-4
SOCIEDAD DE INVERSIONES MARAN LIMITADA|E000043157|78439160-4
SOC DE INVERSIONES MARIA ELENA LTDA|E000043158|76585900-K
SOC DE INVERSIONES MARIO CONCHA|E000043159|77688910-5
SOC DE INVERSIONES MARTINEZ DEL CAMPO S|E000043160|96676940-8
SOC DE INVERSIONES MAVI LIMITADA|E000043161|76002760-K
SOCIEDAD DE INVERSIONES MAVI LIMITADA|E000043161|76002760-K
SOC DE INVERSIONES MEJORES TIEMP|E000043163|77739440-1
SOC DE INVERSIONES MERCEDES LIMI|E000043164|78606770-7
SOC DE INVERSIONES MERCEDES LIMITADA|E000043164|78606770-7
SOCIEDAD DE INVERSIONES MERCEDES|E000043164|78606770-7
SOC DE INVERSIONES MINON LIMITADA|E000043165|77289610-7
SOC DE INVERSIONES MIRADOR DEL VALLE LIM|E000043166|79985390-6
SOC DE INVERSIONES MOLOKAI LIMI|E000043167|77759320-K
SOC DE INVERSIONES MOLOKAI LIMITADA|E000043167|77759320-K
SOCIEDAD DE INVERSIONES MOLOKAI|E000043167|77759320-K
SOC DE INVERSIONES MONSALEX S A|E000043168|96856690-3
SOC DE INVERSIONES MONTE BLANCO|E000043169|77726660-8
SOC DE INVERSIONES MONTE BLANCO LIMITADA|E000043169|77726660-8
SOC DE INVERSIONES MONTULN LIMIT|E000043171|78546130-4
SOC DE INVERSIONES MONTULN LTDA|E000043171|78546130-4
SOC DE INVERSIONES MOSAICO S A|E000043172|0-0
SOC DE INVERSIONES MUJICA LIMITA|E000043173|76232860-7
SOC DE INVERSIONES MUJICA LIMITADA|E000043173|76232860-7
SOC DE INVERSIONES NAPANIR LTDA|E000043174|76857520-7
SOC DE INVERSIONES NARVAL LIMITADA|E000043175|77342120-K
SOC DE INVERSIONES NASLAN LIMITA|E000043176|78951090-3
SOC DE INVERSIONES NASLAN LIMITADA|E000043176|78951090-3
SOC DE INVERSIONES NAVIDAD S A|E000043177|0-0
SOC DE INVERSIONES NEFRO LIMITAD|E000043178|77820560-2
SOC DE INVERSIONES NOTARI LTDA|E000043179|0-0
SOC DE INVERSIONES ORCAU LTDA|E000043180|78399470-4
SOC DE INVERSIONES ORIENTE LIMIT|E000043181|76286413-4
SOCIEDAD DE INVERSIONES ORIENTE|E000043181|76286413-4
SOCIEDAD DE INVERSIONES ORIENTE LIMITADA|E000043181|76286413-4
SOC DE INVERSIONES ORIM LIMITADA|E000043182|78348280-0
SOC DE INVERSIONES ORION LIMITADA|E000043183|78600560-4
SOCIEDAD DE INVERSIONES ORION LI|E000043183|78600560-4
SOC DE INVERSIONES OURENSE LIMIT|E000043184|79953190-9
SOC DE INVERSIONES P D Y K LIMIT|E000043185|78211360-7
SOC DE INVERSIONES P D Y K LIMITADA|E000043185|78211360-7
SOC DE INVERSIONES P Y P LIMITADA|E000043186|76419573-6
SOC DE INVERSIONES P Y V LTDA|E000043187|76055338-7
SOCIEDAD DE INVERSIONES P Y V LIMITADA|E000043187|76055338-7
SOC DE INVERSIONES PAIHUEN LTDA|E000043188|78502260-2
SOC DE INVERSIONES PAN AMERICAN|E000043189|77709490-4
SOC DE INVERSIONES PAN AMERICAN LIMITADA|E000043189|77709490-4
SOC DE INVERSIONES PANQUEHUE LTD|E000043190|89888600-K
SOC DE INVERSIONES PARDO LIMITADA|E000043191|77884810-4
SOCIEDAD DE INVERSIONES PARDO LI|E000043191|77884810-4
SOCIEDAD DE INVERSIONES PARDO LT|E000043191|77884810-4
SOC DE INVERSIONES PATRICIO ZULUETA Y CO|E000043192|0-0
SOC DE INVERSIONES PAVEZ Y PAVEZ|E000043193|78883210-9
SOC DE INVERSIONES PAVEZ Y PAVEZ LTDA|E000043193|78883210-9
SOC DE INVERSIONES PEDIATRICAS S A|E000043194|96715660-4
SOC DE INVERSIONES PENAROGILIMIT|E000043195|0-0
SOC DE INVERSIONES PETOHUE SA|E000043196|94699000-0
SOC DE INVERSIONES PETROHUE S A|E000043196|94699000-0
SOC DE INVERSIONES PETROHUE S A |E000043196|94699000-0
SOC DE INVERSIONES PETROHUE SA|E000043196|94699000-0
SOC DE INVERSIONES PORTUARIAS LTDA|E000043197|77056710-6
SOC DE INVERSIONES PORVENIR LIMI|E000043198|77519410-3
SOC DE INVERSIONES PRIMAVERA LIM|E000043199|77332660-6
SOC DE INVERSIONES PRO FUTURO LT|E000043200|78735430-0
SOC DE INVERSIONES PRO FUTURO LTDA|E000043200|78735430-0
SOC DE INVERSIONES PROAMARO LIMI|E000043201|77390160-0
SOC DE INVERSIONES PROAMARO LIMITADA|E000043201|77390160-0
SOC DE INVERSIONES PROFINDE S A|E000043202|96660170-1
SOC DE INVERSIONES PUERTO GALO L|E000043203|76217940-7
SOC DE INVERSIONES PUERTO GALO LIMITADA|E000043204|76217940-7
SOC DE INVERSIONES QUITALMAHUE S|E000043205|94762000-2
SOC DE INVERSIONES QUITALMAHUE SA|E000043205|94762000-2
SOC DE INVERSIONES R G V LIMITAD|E000043206|77979810-0
SOC DE INVERSIONES R Y M LIMITAD|E000043207|77389247-4
SOC DE INVERSIONES R Y M LIMITADA|E000043207|77389247-4
SOCIEDAD DE INVERSIONES R Y M LI|E000043207|77389247-4
SOCIEDAD DE INVERSIONES R Y M LT|E000043207|77389247-4
SOCIEDAD DE INVERSIONES RYM LTDA|E000043207|77389247-4
SOC DE INVERSIONES RADICE SCIACC|E000043208|0-0
SOC DE INVERSIONES RAP LTDA|E000043209|0-0
