cluster_id|rank|b_id|b_name|score
35091|2|99562180-0|INMOBILIARIA GLOBAL S A|0.6483
35091|3|99599670-7|GASTRONOMICA GLOBAL S.A.|0.6216
35092|1|96782280-9|KONTROL CX S A|1.0
35092|2|96767950-K|KONTROL C S A|0.8098
35092|3|76061697-4|KONTENTO S.A.|0.4529
35093|1|77192849-8|KONTUN SPA|1.0
35093|2|77607786-0|KONN SPA|0.5745
35093|3|76763436-6|KONTRUC SPA|0.5514
35094|1|77266046-4|KOO SPA|1.0
35094|2|77754187-0|ASHPA-KOO SPA|0.744
35094|3|76938055-8|KOOS  SPA|0.5692
35095|1|93871000-7|KORES CHILENA S A I Y C|1.0
35095|2|77334043-9|SOCIEDAD  I & C   SPA|0.584
35095|3|77345268-7|TRANSPORTES I&C SPA|0.5346
35096|1|93871000-7|KORES CHILENA S A I Y C|0.7088
35096|2|76830045-3|SAI CHILE SPA|0.6028
35096|3|79873620-5|COMERCIAL SAI S A|0.4928
35097|1|83863900-3|A MUSIC LTDA|0.6297
35097|2|77791658-0|AN MUSIC SPA|0.5295
35097|3|99527260-1|COMERCIAL DINKO S A|0.5279
35098|1|77141988-7|COMERCIALIZADORA VICENTE DINKO MUSIC TOMICIC E.I.R.L.|0.5258
35098|2|76475454-9|PLANET MUSIC SPA|0.5258
35098|3|76850620-5|INVERSIONES KORLAET SA|0.5215
35099|1|77710987-1|FRANCISCO SPA|0.6029
35099|2|76917395-1|ATLAS MUSIC SPA|0.4877
35099|3|77506069-7|CÓNDOR MUSIC SPA|0.4832
35100|1|77710987-1|FRANCISCO SPA|0.5702
35100|2|76018819-0|INVERSIONES FRANCISCO LIMITADA|0.4995
35100|3|78063103-1|TRANSPORTES FRANCISCO SPA|0.4847
35101|1|99527260-1|COMERCIAL DINKO S A|0.5534
35101|2|76850620-5|INVERSIONES KORLAET SA|0.5427
35101|3|76475454-9|PLANET MUSIC SPA|0.5257
35102|1|78510990-2|KORNER AUTOMOTRIZ LIMITADA|1.0
35102|2|76055926-1|AUTOMOTRIZ FERNANDO KORNER LIMITADA|0.806
35102|3|76000770-6|DONOSO AUTOMOTRIZ LIMITADA|0.6522
35103|1|76026492-K|KOHLER & COMPANIA LIMITADA|0.678
35103|2|76709780-8|KOSTER Y ERRAZURIZ ARQUITECTOS LIMITADA|0.6771
35103|3|76021572-4|KOEHLER Y CIA. LTDA.|0.6517
35104|1|76543006-2|KOTTENFORST SPA|1.0
35104|2|76723189-K|KOOTTEN SPA|0.4759
35104|3|77420856-9|KOTTYCOSAS SPA|0.4534
35105|1|76204622-9|KP INGENIERIA LOGISTICA SPA|1.0
35105|2|77504002-5|INGENIERIA Y LOGISTICA SPA|0.8135
35105|3|76676202-6|INGENIERIA Y LOGISTICA SPA|0.8135
35106|1|77738151-2|KPC SPA|1.0
35106|2|77427763-3|KPC SPA|1.0
35106|3|77862835-K|INVERSIONES KPC SPA|0.7678
35107|1|76069656-0|KPLUS CAPACITACION LIMITADA|1.0
35107|2|77722550-2|CAPACITACION LIMITADA|0.8306
35107|3|78850540-K|VIAL CAPACITACION LIMITADA|0.64
35108|1|83234600-4|KRAEMER Y MOHR SPA|0.7773
35108|2|79582920-2|METALURGICA MOHR S A|0.548
35108|3|76773352-6|KRAEMER & KRAEMER LIMITADA|0.5458
35109|1|76311510-0|KRAL CONSULTORES SPA|0.7169
35109|2|76842777-1|KRAL D.E. LIMITADA|0.6844
35109|3|76300401-5|SOCIEDAD KRAL INVERSIONES LIMITADA|0.575
35110|1|76311510-0|KRAL CONSULTORES SPA|1.0
35110|2|77885354-K|KREO CONSULTORES SPA|0.6322
35110|3|76687272-7|KREA CONSULTORES CHILE SPA|0.6291
35111|1|76368190-4|KRANEO SA|1.0
35111|2|96972640-8|KRONOX S A|0.4728
35111|3|96905890-1|KRONE INVEST S A|0.4602
35112|1|77337565-8|KREA INVERSIONES SPA|1.0
35112|2|77811777-0|INVERSIONES KREA SPA|0.8855
35112|3|77318819-K|KREA SPA|0.7776
35113|1|77275133-8|KRESKI SPA|1.0
35113|2|77979055-K|KRS SPA|0.5171
35113|3|76846808-7|KRES CHILE SPA|0.4816
35114|1|78469050-4|KRINEA GESTION Y DESARROLLO SPA|0.7994
35114|2|76002548-8|KRIES, CONSTRUCCION Y TECNOLOGIA, S.A.|0.4574
35114|3|96975300-6|KROMA COMUNICACIONES Y TELEVISION S A|0.4178
35115|1|96972640-8|KRONOX S A|1.0
35115|2|77105751-9|KRONOX SPA|0.7103
35115|3|76242181-K|KRONOX CHILE SPA|0.4996
35116|1|53317523-6|SUCESION FRANCISCO JOSE KRSANAC VALINA|0.6678
35116|2|77710987-1|FRANCISCO SPA|0.5812
35116|3|76875074-2|JOSÉ FRANCISCO OLIVERA E.I.R.L.|0.5256
35117|1|76475822-6|LA GLORIA SPA|0.5792
35117|2|77324484-7|LA GLORIA SPA|0.5792
35117|3|77719649-9|LA GLORIA SPA|0.5792
35118|1|53317523-6|SUCESION FRANCISCO JOSE KRSANAC VALINA|0.6731
35118|2|77194279-2|CARNES FRANCISCO SCHMIDT E.I.R.L.|0.6254
35118|3|77710987-1|FRANCISCO SPA|0.5793
35119|1|76015332-K|KRSNA COMERCIAL LIMITADA|1.0
35119|2|76754171-6|COMERCIAL KRONA LIMITADA|0.6197
35119|3|77011775-5|COMERCIAL KRISCA LIMITADA|0.5937
35120|1|76156092-1|KSW INGENIERIA S.A.|1.0
35120|2|77952850-2|SIMA INGENIERIA  S A|0.6372
35120|3|76033198-8|IW INGENIERIA S.A.|0.6248
35121|1|76960459-6|KUAMCORP SPA|1.0
35121|2|77894592-4|KUMEPRO SPA|0.4968
35121|3|77464082-7|KUELAP SPA|0.448
35122|1|76688659-0|LA CONCESIÓN SPA|0.5837
35122|2|76094022-4|INVERSIONES KUHN TOLEDO LIMITADA|0.5057
35122|3|77883482-0|CONCESIÓN L Y P SPA|0.4914
35123|1|76506302-7|KULA INVERSIONES LIMITADA|1.0
35123|2|76979931-1|KULA YOGA  CHILE LIMITADA|0.6662
35123|3|76449122-K|KUPAL INVERSIONES LIMITADA|0.5973
35124|1|77837860-4|KULENKAMPFF Y ROJAS INVERSIONES LIMITADA|1.0
35124|2|77757224-5|ROJAS Y ROJAS INVERSIONES LIMITADA|0.8075
35124|3|76140188-2|ROJAS Y ROJAS LIMITADA|0.694
35125|1|76425714-6|KUMELKAN INGENIERIA Y SERVICIOS SPA|1.0
35125|2|76861550-0|INGENIERIA Y SERVICIOS SPA|0.8557
35125|3|77415557-0|INGENIERIA Y SERVICIOS SPA|0.8557
35126|1|76899806-K|KUMEN TRADING & INVESTMENTS SPA|1.0
35126|2|77331729-1|INVESTMENTS AND ACCOUNTING SPA|0.5968
35126|3|76722054-5|COMMERCIAL AND INVESTMENTS SPA|0.5936
35127|1|78653780-0|LOPEZ Y LOPEZ LIMITADA|0.8158
35127|2|76461547-6|LÓPEZ & LÓPEZ LIMITADA|0.8158
35127|3|76026499-7|LOPEZ Y LOPEZ LIMITADA|0.8158
35128|1|90844000-5|KUPFER HERMANOS SA|1.0
35128|2|78154310-1|KUPFER Y KUPFER S A|0.6938
35128|3|72760300-K|SINDICATO NACIONAL DE TRABAJADORES DE EMPRESA KUPFER HERMANOS S A|0.544
35129|1|78154310-1|KUPFER Y KUPFER S A|1.0
35129|2|90844000-5|KUPFER HERMANOS SA|0.6391
35129|3|79620990-9|KUPFER E HIJOS Y COMPANIA LIMITADA EN QUIEBRA|0.5276
35130|1|77669686-2|KURUCITA INVERSIONES SPA|1.0
35130|2|77223663-8|KUTRAL INVERSIONES SPA|0.5401
35130|3|77728809-1|KUSA INVERSIONES SPA|0.538
35131|1|77691173-9|KVN INVERSIONES SPA|1.0
35131|2|77724804-9|INGENIERIA KVN SPA|0.5862
35131|3|77682272-8|KVO INVERSIONES SPA|0.5745
35132|1|96553650-7|KWAI S A|1.0
35132|2|59024740-5|KWAI TRADING INC|0.5928
35132|3|99512280-4|KWC GLOBAL SOCIEDAD ANONIMA|0.4033
35133|1|76247484-0|KYMED SERVICIOS MEDICOS SPA|1.0
35133|2|77884148-7|SERVICIOS MEDICOS SPA|0.8808
35133|3|77270121-7|SERVICIOS MÉDICOS SPA|0.8808
35134|1|77819161-K|SEGURIDAD PRIVADA LG SPA|0.9283
35134|2|77184147-3|LG SEGURIDAD SPA|0.8598
35134|3|77517627-K|L & G SEGURIDAD  PRIVADA SPA|0.8174
35135|1|77748828-7|COMERCIALIZADORA LIMITADA|0.8983
35135|2|77280236-6|COMERCIALIZADORA LULÚ LIMITADA|0.6745
35135|3|77296511-7|COMERCIALIZADORA PEREIRA LIMITADA|0.6482
35138|1|76014243-3|COMERCIAL IDEA S.A.|0.6447
35138|2|76052684-3|NUEVA IDEA S.A.|0.6192
35138|3|76138317-5|IDEA INMOBILIARIA S.A|0.5988
35141|1|96501280-K|L.S.P. INGENIERÍA SPA|0.7637
35141|2|77952850-2|SIMA INGENIERIA  S A|0.6372
35141|3|76143562-0|VYC INGENIERIA S.A|0.6194
35144|1|76056106-1|M Y C PRODUCCIONES LIMITADA|0.767
35144|2|76063017-9|L & F PRODUCCIONES LIMITADA|0.7115
35144|3|77684559-0|LUX PRODUCCIONES LIMITADA|0.6906
35146|1|77527500-6|LA AGUADA  S A|1.0
35146|2|76625630-9|FRUTOS LA AGUADA S.A.|0.8179
35146|3|86940000-9|FORESTAL LA AGUADA S A|0.8005
35147|1|79901060-7|LA ARAUCANA SPA|1.0
35147|2|76631008-7|LA ARAUCANA SPA|1.0
35147|3|77401999-5|INVERSIONES LA ARAUCANA SPA|0.8461
35148|1|77814392-5|LA ARBOLEDA SPA|1.0
35148|2|76384776-4|LA ARBOLEDA SPA|1.0
35148|3|76715342-2|LA ARBOLEDA SPA|1.0
35149|1|76876850-1|LA CABANA ORIENTE SA|1.0
35149|2|76227212-1|LA CABANA S.A.|0.8252
35149|3|96695970-3|LA CABANA S A|0.8252
35150|1|70625100-6|CAMARA GREMIAL DE COMERCIO DE LA CALERA|0.7169
35150|2|70411300-5|CAMARA DE COMERCIO DE TALCA|0.7049
35150|3|70715300-8|ASOC GREMIAL DE LA CAMARA DE COMERCIO DE LA SERENA|0.6805
35151|1|77486431-8|LA CANASTA SPA|1.0
35151|2|77819637-9|LA CANASTA SPA|1.0
35151|3|77413188-4|LA CANASTA SPA|1.0
35152|1|96620460-5|LA CAPELLANIA SA|1.0
35152|2|78542700-9|INVERSIONES LA CAPELLANIA S A|0.8381
35152|3|76094189-1|ADMINISTRADORA LA CAPELLANIA S.A.|0.7832
35153|1|77379527-4|LA CARRETA SPA|1.0
35153|2|76791382-6|LA CARRETA SPA|1.0
35153|3|77097499-2|LA CARRETA DECO SPA|0.8603
35154|1|96624220-5|LA CASA DE PIEDRA SA|1.0
35154|2|96548000-5|CASA DE LAS PIEDRAS SA|0.6908
35154|3|77282855-1|CASA DE PIEDRA SPA|0.6857
35155|1|77672072-0|LA CASA DE RENCA SPA|1.0
35155|2|77915271-5|LA CASA SPA|0.7761
35155|3|77666452-9|LA CASA SPA|0.7761
35156|1|76530208-0|LA CASCADA SPA|1.0
35156|2|77470308-K|LA CASCADA DOS SPA|0.8712
35156|3|77410922-6|AGUA LA CASCADA SPA|0.863
35157|1|96850330-8|LA CENCO S A|1.0
35157|2|93834000-5|CENCOSUD S A|0.5356
35157|3|96841090-3|DEL CENTRO S A|0.5207
35158|1|77029531-9|LA COLMENA III SPA|1.0
35158|2|76308215-6|LA COLMENA II SPA|1.0
35158|3|77550112-K|LA COLMENA SPA|0.8554
35159|1|77527436-0|LA COLONIA SPA|1.0
35159|2|76617393-4|LA COLONIA SPA|1.0
35159|3|77230321-1|LA COLONIA TOVAR SPA|0.853
35160|1|76391057-1|LA COLORINA SPA|1.0
35160|2|76797503-1|LA COLORINA S.A.|0.7195
35160|3|77939225-2|TRANS COLORINA SPA|0.7107
35161|1|77217830-1|LA COMARCA INMOBILIARIA E INVERSIONES LIMITADA|0.7444
35161|2|76410048-4|INMOBILIARIA E INVERSIONES LA COMARCA & COMPANIA LIMITADA|0.6393
35161|3|77578706-6|INMOBILIARIA E INVERSIONE LOS OLMOS SPA|0.617
35162|1|96577140-9|LA CORUNA S A|1.0
35162|2|76006374-6|A CORUNA INVERSORES S.A.|0.6344
35162|3|53334016-4|EDIFICIO LA CORUÑA|0.5956
35163|1|96974090-7|LA COSTA CONSULTORES LIMITADA|1.0
35163|2|77289206-3|LA COSTA LIMITADA|0.8456
35163|3|77784909-3|TRANSPORTE LA COSTA LIMITADA|0.694
35164|1|96974090-7|LA COSTA CONSULTORES LIMITADA|0.7409
35164|2|92381000-5|COMERCIAL COSTA S.A.|0.6597
35164|3|78037713-5|LA COSTA SPA|0.6242
35165|1|76351991-0|LA CRUZ INMOBILIARIA Y CONSTRUCTORA S.A.|1.0
35165|2|96600980-2|INMOBILIARIA LA CRUZ SA|0.7593
35165|3|76895030-K|INMOB LA CRUZ SA|0.7593
35166|1|77035594-K|LA CUICA SPA|1.0
35166|2|77911882-7|LA CUERDA SPA|0.5826
35166|3|77857797-6|LA CUMBRE SPA.|0.5595
35167|1|76270880-9|LA CUMBRE INMOBILIARIA E INVERSIONES LIMITADA|0.801
35167|2|76390806-2|INMOBILIARIA LA CUMBRE SPA|0.7593
35167|3|77749966-1|INMOBILIARIA LA CUMBRE SPA|0.7593
35168|1|99553140-2|LA CUMBRE SA|1.0
35168|2|96926450-1|CUMBRE SOCIEDAD ANONIMA|0.8678
35168|3|76541720-1|CUMBRE SOCIEDAD ANONIMA|0.8678
35169|1|76415572-6|LA DEHESA COMERCIO S.A.|1.0
35169|2|76415574-2|LA DEHESA HOTEL S.A.|0.695
35169|3|76329722-5|INVERSIONES LA DEHESA S.A.|0.6879
35170|1|76415564-5|LA DEHESA OFICINAS DOS S.A.|1.0
35170|2|76415562-9|LA DEHESA OFICINAS UNO S.A.|0.7808
35170|3|76415561-0|LA DEHESA VIVIENDA DOS S.A.|0.7388
35171|1|76415562-9|LA DEHESA OFICINAS UNO S.A.|1.0
35171|2|76415564-5|LA DEHESA OFICINAS DOS S.A.|0.7871
35171|3|76415558-0|LA DEHESA VIVIENDA UNO S.A.|0.7386
35172|1|76415558-0|LA DEHESA VIVIENDA UNO S.A.|1.0
35172|2|76415561-0|LA DEHESA VIVIENDA DOS S.A.|0.7913
35172|3|76415562-9|LA DEHESA OFICINAS UNO S.A.|0.7367
35173|1|76030252-K|LA ESCALERA SPA|1.0
35173|2|78071423-9|COMERCIAL LA ESCALERA SPA|0.8226
35173|3|77756611-3|COMERCIAL LA ESCALERA SPA|0.8226
35174|1|78062673-9|COMERCIAL LA BLANCA SPA|0.7254
35174|2|77086907-2|LA QUINTA BLANCA SPA|0.7095
35174|3|76992718-2|LA CASA BLANCA SPA|0.6883
35175|1|76466790-5|LA ESTRELLA S.A|1.0
35175|2|96910450-4|LA ESTRELLA S A|1.0
35175|3|76009193-6|AGRICOLA LA ESTRELLA SOCIEDAD ANONIMA|0.8251
35176|1|83239400-9|LA FINCA SA|1.0
35176|2|96583380-3|FINCA SOCIEDAD ANONIMA|0.8485
35176|3|76306468-9|LA FINCA TENO S.A.|0.8442
35177|1|76557526-5|LA FINNAMESA ARRIENDO DE VAJILLA SPA|1.0
35177|2|76615774-2|ARRIENDO DE MAQUINARIAS SPA|0.5552
35177|3|76959672-0|ARRIENDO DE MAQUINARIAS SPA|0.5552
35178|1|76181750-7|SOC INMOBILIARIA LA ECONOMICA LIMITADA|0.7291
35178|2|80488900-0|SOC COMERCIAL LA FLORIDA LTDA|0.7204
35178|3|77827330-6|SOC AGRICOLA LA FLORIDA LIMITADA|0.7079
35179|1|76528510-0|LA FONTANA SPA|1.0
35179|2|77240521-9|LA FONTANA  SPA|1.0
35179|3|76889276-8|INVERSIONES LA FONTANA SPA|0.8733
35180|1|76033301-8|LA  ULTIMA FRONTERA S.A.|0.8474
35180|2|99512290-1|INVERSIONES LA FRONTERA S A|0.8316
35180|3|76536514-7|LA FRONTERA SPA|0.7531
35181|1|76499384-5|LA FUSTA SPA|1.0
35181|2|77538871-4|LA FUSTA TALLER SPA|0.8332
35181|3|76175132-8|RESERVA LA FUSTA  SPA|0.8126
35182|1|76847329-3|LA GRULLA SPA|1.0
35182|2|76924858-7|LA GRULLA SPA|1.0
35182|3|77821443-1|LA GRULLA VALDIVIA SPA|0.8392
35183|1|77213896-2|LA GUANANGA SPA|1.0
35183|2|76960009-4|LA GUARDIA SPA|0.5828
35183|3|77798176-5|LA GUAIRA SPA|0.578
35184|1|76392156-5|LA HACIENDA ASESORIAS INMOBILIARIA E INVERSIONES LIMITADA|0.9551
35184|2|76355795-2|INVERSIONES E INMOBILIARIA LA HACIENDA LIMITADA|0.8241
35184|3|76250158-9|INMOBILIARIA E INVERSIONES LA HACIENDA SPA|0.808
35185|1|76423691-2|LA HERRADURA SPA|1.0
35185|2|77747259-3|LA HERRADURA SPA|1.0
35185|3|77923362-6|LA HERRADURA SPA|1.0
35186|1|77470087-0|LA HIGUERA SPA|1.0
35186|2|77558333-9|LA HIGUERA SPA|1.0
35186|3|77424451-4|LA HIGUERA SPA|1.0
35187|1|65409870-0|LA IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS DE CHILE|0.73
35187|2|73349800-5|LA IGLESIA DE JESUCRISTO EN IDIOMA CHINO DE SANTIAGO|0.6825
35187|3|77815354-8|INVERSIONES DE LA IGLESIA SPA|0.6529
35188|1|77308368-1|COMERCIAL FRUTOS DE LA VID SPA|0.5585
35188|2|77845916-7|INMOBILIARIA LA VID SPA|0.5566
35188|3|73066300-5|SERVICIO DE B DEL PERSONAL DE LA CIA DE SEG LA PREV VIDA S A|0.5334
35189|1|73066300-5|SERVICIO DE B DEL PERSONAL DE LA CIA DE SEG LA PREV VIDA S A|0.5822
35189|2|76017531-5|COMPANIA SUDAMERICANA DE SEGURIDAD LIMITADA|0.4902
35189|3|76604211-2|SEG CONSTRUCCIONES SPA|0.465
35191|1|96774450-6|LA LIGURIA S A|1.0
35191|2|76139406-1|LA LIGURIA INVERSIONES S.A.|0.8775
35191|3|96956940-K|LIGURIA S A|0.8743
35192|1|77379454-5|LA LLAVERIA SPA|1.0
35192|2|76688983-2|LA LLAVERIA SPA|1.0
35192|3|77119604-7|LA LLAVERIA SPA|1.0
35193|1|76477209-1|LA LOICA SPA|1.0
35193|2|96944740-1|LA LOICA SPA|1.0
35193|3|76648331-3|LA LOICA SPA|1.0
35194|1|99598590-K|LA LUZ  SPA|1.0
35194|2|77768511-2|LA LUZ SPA|1.0
35194|3|77527569-3|LUZ SPA|0.8634
35195|1|76920809-7|LA MACETA DISEÑO Y CONSTRUCCION LIMITADA|0.8171
35195|2|76090153-9|INVERSIONES LA CONSTRUCCION LIMITADA|0.6574
35195|3|76476078-6|DISENO Y CONSTRUCCION LIMITADA|0.5763
35196|1|77310274-0|LA MAISON PROPIEDADES SPA|0.7079
35196|2|77388268-1|LA MAISON LINARES SPA|0.6982
35196|3|76741839-6|EVENTOS LA MAISON SPA|0.667
35197|1|76281290-8|INMOBILIARIA PASEO LA MANCHA S.A.|0.6
35197|2|76993902-4|DEYMA LA MANCHA SPA|0.5733
35197|3|77903591-3|DE LA MANCHA SPA|0.5728
35198|1|76413899-6|LA MARMA S.A|1.0
35198|2|76026046-0|INMOBILIARIA MARMA S.A.|0.7022
35198|3|77801863-2|MARMA SPA|0.5865
35199|1|77274354-8|LA MAYOR SPA|1.0
35199|2|76330063-3|MAYOR SPA|0.8504
35199|3|76399134-2|INVERSIONES MAYOR SPA|0.723
35200|1|92907000-3|CIA DE INVERSIONES LA NAVIERA S A|0.6471
35200|2|76415561-0|LA DEHESA VIVIENDA DOS S.A.|0.6369
35200|3|76722467-2|LA PIEDRA DOS|0.6174
35201|1|77139299-7|LA ORACION SPA|1.0
35201|2|65099324-1|EDIFICIO LA ORACION 43|0.6659
35201|3|76844908-2|INMOBILIARIA E INVERSIONES LA ORACION SPA|0.6608
35202|1|76515832-K|LA ORIENTAL SPA|0.7538
35202|2|76876850-1|LA CABANA ORIENTE SA|0.6008
35202|3|77543007-9|LA ORIENTAL AUTOMOTRIZ SPA|0.559
35203|1|77209302-0|LA PARROQUIA CAPITAL SPA|1.0
35203|2|76754203-8|INMOBILIARIA LA PARROQUIA SPA|0.7257
35203|3|77181584-7|EMPORIO LA PARROQUIA SPA|0.6701
35204|1|76722148-7|LA PILAR MHD SPA|1.0
35204|2|76419164-1|PILAR SPA|0.66
35204|3|77839364-6|MARIA PILAR SPA|0.6105
35205|1|76416592-6|LA PIRAMIDE NORTE SPA|1.0
35205|2|77946407-5|LA PIRÁMIDE SPA|0.8804
35205|3|77591411-4|INVERSIONES LA PIRÁMIDE SPA|0.7722
35206|1|96606600-8|LA REINA SOCIEDAD ANONIMA|1.0
35206|2|77810936-0|LA REINA S.A.|1.0
35206|3|76028619-2|PATIO LA REINA S.A.|0.8224
35207|1|77269426-1|LA REPÚBLICA SPA|0.7382
35207|2|70059000-3|CLUB DE LA REPUBLICA|0.6953
35207|3|60000000-4|PRESIDENCIA DE LA REPUBLICA|0.621
35208|1|78015992-8|LA RINCONADA SPA|1.0
35208|2|77187156-9|LA RINCONADA SPA|1.0
35208|3|77659084-3|LA RINCONADA SPA|1.0
35209|1|76702257-3|LA RIOJA SPA|1.0
35209|2|78013020-2|AGRICOLA LA RIOJA SPA|0.8373
35209|3|76279312-1|AGRICOLA LA RIOJA SPA|0.8373
35210|1|77520872-4|LA SIEMBRA SPA|1.0
35210|2|77669454-1|LA SIEMBRA SPA.|1.0
35210|3|76986599-3|LA SIEMBRA DOS SPA|0.8793
35211|1|76144726-2|SOCIEDAD INMOBILIARIA EL ROBLE LIMITADA|1.0
35211|2|76962887-8|SOCIEDAD INMOBILIARIA EL ROBLE LIMITADA|1.0
35211|3|76149577-1|SOCIEDAD INMOBILIARIA EL ROBLE LIMITADA|1.0
35212|1|76960042-6|SOCIEDAD DE INVERSIONES DEL PACIFICO LIMITADA|0.8061
35212|2|76157482-5|SOCIEDAD INMOBILIARIA DEL PACIFICO LIMITADA|0.7772
35212|3|88605800-4|SOC COMERCIAL DEL PACIFICO LTDA|0.7756
35213|1|76110772-0|LA SOTILO SPA|1.0
35213|2|77930049-8|L.A. SOLUCIONES SPA|0.6935
35213|3|76818501-8|LA PICA DEL SOTO SPA|0.5367
35214|1|77691048-1|LA TOSCANA SPA|1.0
35214|2|76468421-4|LA TOSCANA SPA|1.0
35214|3|77309796-8|LA TOSCANA SPA|1.0
35215|1|77922407-4|LA TRAVESIA SPA|1.0
35215|2|77447081-6|LA TRAVESIA SPA|1.0
35215|3|76832397-6|LA TRAVESIA SPA|1.0
35216|1|81521500-1|UNION DE FRANCESES DE CHILE|0.8831
35216|2|77761146-1|LA UNION SPA|0.6606
35216|3|76615878-1|LA UNIÓN SPA|0.6606
35217|1|96949540-6|LA UNION DOS MIL UNO SPA|0.797
35217|2|96887550-7|INMOBILIARIA DOS MIL UNO S A|0.7692
35217|3|96979330-K|LA UNION S A|0.7589
35218|1|96979330-K|LA UNION S A|0.834
35218|2|76689860-2|UNION S.A.|0.7166
35218|3|76670410-7|UNION S.A|0.7166
35219|1|96979330-K|LA UNION S A|0.8017
35219|2|77761146-1|LA UNION SPA|0.776
35219|3|77673241-9|LA UNION SPA|0.776
35220|1|76414055-9|LA UNION RENTAS INVERSIONES Y SERVICIOS SPA|0.7846
35220|2|77599771-0|INVERSIONES LA UNION SPA|0.6888
35220|3|76274763-4|INVERSIONES LA UNION SPA.|0.6888
35221|1|77761146-1|LA UNION SPA|1.0
35221|2|77673241-9|LA UNION SPA|1.0
35221|3|76471491-1|LA UNION SPA|1.0
35222|1|76807988-9|INVERSIONES LA VINA S.A|0.8668
35222|2|96916600-3|VINA LA PLAYA S A|0.7971
35222|3|78600780-1|VINA LA ROSA S A|0.789
35223|1|77150995-9|INVERSIONES VISTA S.A.|0.7787
35223|2|76890640-8|BOA VISTA SA|0.6631
35223|3|76307230-4|INVERSIONES BUENA VISTA  S A|0.6616
35224|1|76695398-0|LA MASIA MARKETING SPA|0.6752
35224|2|77241759-4|LA GORDA MARKETING SPA|0.6748
35224|3|77711118-3|LA VULCA BOULDER SPA|0.6475
35225|1|76275745-1|LAAGEMD SPA|1.0
35225|2|77873772-8|LAAB SPA|0.4694
35225|3|77585517-7|LATAMGREEN SPA|0.437
35226|1|76786050-1|INVERSIONES BLANCO LTDA|0.7104
35226|2|77935386-9|INVERSIONES BLANCO LIMITADA|0.7104
35226|3|84804700-7|LAB CLINICO PASTEUR LTDA|0.7027
35227|1|83281900-K|LABORATORIO CLINICO PERFIL BIOQUIMICO LIMITADA|0.8231
35227|2|84804700-7|LAB CLINICO PASTEUR LTDA|0.6618
35227|3|77459250-4|LABORATORIO CLINICO RED LAB LIMITADA|0.5927
35228|1|91637000-8|LABORATORIOS RECALCINE SA|0.681
35228|2|76299960-9|PREMIER LAB S.A.|0.5641
35228|3|96803790-0|RED LAB SOCIEDAD ANONIMA|0.5234
35229|1|77315276-4|LAB SPA|1.0
35229|2|77489657-0|SEA LAB SPA|0.827
35229|3|77716983-1|LFS LAB SPA|0.8209
35230|1|76600005-3|LABARCA Y LABARCA SPA|0.5769
35230|2|77127532-K|LABARCA CONSTRUCTORA LIMITADA|0.5651
35230|3|77266814-7|LABARCA MOTORS SPA|0.559
35231|1|76154489-6|MERCADO SPA|0.5712
35231|2|77268932-2|MERCADO SPA|0.5712
35231|3|77237558-1|COMERCIALIZADORA LABARRERA SPA|0.5617
35232|1|76892551-8|COMERCIAL DE MARIA SPA|0.5189
35232|2|76421517-6|COMERCIALIZADORA DE MARIA SPA|0.5085
35232|3|77525201-4|DULCE DE MARIA SPA|0.4786
35233|1|77643849-9|ALVAREZ E HIJOS SPA|0.6831
35233|2|82674400-6|ALVAREZ LUIS E HIJOS|0.6755
35233|3|77759188-6|SOCIEDAD ALVAREZ E HIJOS SPA|0.6577
35234|1|76065191-5|LABEL COLOR SPA|1.0
35234|2|77886955-1|LABEL SPA|0.7585
35234|3|76636987-1|FULL COLOR SPA|0.6812
35235|1|92405000-4|LABORATORIO BALLERINA LIMITADA|1.0
35235|2|76252405-8|LABORATORIO TERRA LIMITADA|0.6711
35235|3|76152682-0|LABORATORIO ALPES LTDA.|0.6499
35236|1|76252405-8|LABORATORIO TERRA LIMITADA|0.6578
35236|2|92405000-4|LABORATORIO BALLERINA LIMITADA|0.6505
35236|3|76152682-0|LABORATORIO ALPES LTDA.|0.6504
35237|1|88956100-9|LABORATORIO BIODATA LIMITADA|1.0
35237|2|76485483-7|LABORATORIO BIOVET LIMITADA|0.6817
35237|3|76252405-8|LABORATORIO TERRA LIMITADA|0.6754
35238|1|77725150-3|LABORATORIO BLUE STAR CHILE COMPANIA LIMITADA|1.0
35238|2|77808106-7|COMERCIAL BLUE STAR LIMITADA|0.679
35238|3|76519731-7|INVERSIONES BLUE CHILE LIMITADA|0.6451
35239|1|76394174-4|LABORATORIO C&D PHARMA LIMITADA|0.7951
35239|2|99522620-0|LABORATORIO D&M PHARMA LIMITADA|0.7539
35239|3|76082104-7|LABORATORIO PHARMA ISA LIMITADA|0.7534
35240|1|77596940-7|LABORATORIO CHILE S A|1.0
35240|2|76346210-2|LABORATORIO APICONCEPT CHILE S.A.|0.8442
35240|3|93135000-5|LABORATORIO BAGO DE CHILE S A|0.8102
35241|1|78449070-K|LABORATORIO CLÍNICO ARAUCO LIMITADA|0.7777
35241|2|86418100-7|LABORATORIO CLINICO TALCA LTDA|0.7685
35241|3|77438020-5|LABORATORIO CLINICO CENTRAL LIMITADA|0.7682
35242|1|96985860-6|LABORATORIO CLINICO HUECHURABA S A|1.0
