propietario|rut|prop_tgr_id|match_score|confidence|margin|is_ambiguous|matched_name|second_best_rut|second_best_score
SOC INMOB HORIZONTE LTDA|76483570-0|E000043788|1.0|HIGH|0.0891|false|SOCIEDAD INMOBILIARIA HORIZONTE LIMITADA||0.9109
SOC INMOB IMPERIAL LTDA|0-0|E000043789|0.755|NONE|0.0394|false|||0.7156
SOC INMOB ING ARQUITEC RUPANCO LTDA|78881290-6|E000043790|0.835|LOW|0.0762|false|SOC INMOBILIARIA RUPANCO LIMITADA||0.7588
SOC INMOB INHAVICO Y CIA|0-0|E000043791|0.514|NONE|0.0144|false|||0.4996
SOC INMOB INV JAKOB RETAMAL LTDA|78727150-2|E000043792|0.929|HIGH|0.1828|false|SOC INMOBILIARIA E INVERSIONES JAKOB RETAMAL LIMITADA||0.7462
SOC INMOB INV SALVO E HIJO LTDA|0-0|E000043793|0.7755|NONE|0.0131|false|||0.7623
SOC INMOB INVER BAHAMONDE HERMAN|0-0|E000043794|0.6015|NONE|0.0012|false|||0.6003
SOC INMOB INVER NEHUENTUE LTDA|76181758-2|E000043795|0.9376|HIGH|0.2679|false|SOCIEDAD INMOBILIARIA NEHUENTUE LIMITADA||0.6697
SOC INMOB INVER SAIGON LIMITADA|0-0|E000043796|0.6749|NONE|0.0347|false|||0.6403
SOC INMOB INVERS SAIGON LIMITADA|0-0|E000043796|0.6749|NONE|0.0347|false|||0.6403
SOC INMOB INVERS SAIGON LIIMITAD|0-0|E000043797|0.5966|NONE|0.0377|false|||0.559
SOC INMOB INVERS SANTA URSULA LTDA|0-0|E000043798|0.7723|NONE|0.0176|false|||0.7548
SOC INMOB INVERS Z|0-0|E000043799|0.6422|NONE|0.0156|false|||0.6266
SOC INMOB INVERSIONES ADMINISTRACION Y A|0-0|E000043800|0.0|NONE|0.0|false|||0.0
SOC INMOB INVERSIONES ZODIACO|0-0|E000043801|0.5591|NONE|0.0327|false|||0.5264
SOC INMOB IRARRAZAVAL LTDA |76125110-4|E000043802|1.0|HIGH|0.2525|false|SOC INMOBILIARIA IRARRAZAVAL LIMITADA||0.7475
SOC INMOBILIARIA IRARRAZAVAL LIM|76125110-4|E000043802|1.0|HIGH|0.2525|false|SOC INMOBILIARIA IRARRAZAVAL LIMITADA||0.7475
SOC INMOBILIARIA IRARRAZAVAL LIMITADA|76125110-4|E000043802|1.0|HIGH|0.2525|false|SOC INMOBILIARIA IRARRAZAVAL LIMITADA||0.7475
SOC INMOB LA CAPITANIA LTDA|79823190-1|E000043803|0.8771|MEDIUM|0.1313|false|INMOBILIARIA LA CAPITANIA LIMITADA||0.7457
SOC INMOB LA HUERTA LTDA|87993100-2|E000043804|1.0|HIGH|0.2006|false|SOC INMOBILIARIA LA HUERTA LIMITADA||0.7994
SOC INMOBILIARIA LA HUERTA LIMIT|87993100-2|E000043804|1.0|HIGH|0.2006|false|SOC INMOBILIARIA LA HUERTA LIMITADA||0.7994
SOC INMOBILIARIA LA HUERTA LIMITADA|87993100-2|E000043804|1.0|HIGH|0.2006|false|SOC INMOBILIARIA LA HUERTA LIMITADA||0.7994
SOCIEDAD INMOBILIARIA LA HUERTA|87993100-2|E000043804|1.0|HIGH|0.2006|false|SOC INMOBILIARIA LA HUERTA LIMITADA||0.7994
SOC INMOB LA VENDIMIA LTDA|0-0|E000043805|0.7633|NONE|0.0133|false|||0.75
SOC INMOBILIARIA LA VENDIMIA LIMITADA|0-0|E000043805|0.7633|NONE|0.0133|false|||0.75
SOC INMOB LAS ASTURIAS S A|76121471-3|E000043806|0.86|MEDIUM|0.0|true|INMOBILIARIA ASTURIAS S.A.|76393870-0|0.86
SOC INMOBILIARIA ASTURIAS S A|76121471-3|E000043806|0.86|MEDIUM|0.0|true|INMOBILIARIA ASTURIAS S.A.|76393870-0|0.86
SOC INMOB LAS HUALTATAS S A|96553290-0|E000043807|1.0|HIGH|0.3028|false|SOC INMOBILIARIA LAS HUALTATAS S A||0.6972
SOC INMOB LAS HUALTATAS S A |96553290-0|E000043807|1.0|HIGH|0.3028|false|SOC INMOBILIARIA LAS HUALTATAS S A||0.6972
SOC INMOBIL LAS HUALTATAS S A|96553290-0|E000043807|1.0|HIGH|0.3028|false|SOC INMOBILIARIA LAS HUALTATAS S A||0.6972
SOC INMOBILIARIA LAS HUALTATAS S A|96553290-0|E000043807|1.0|HIGH|0.3028|false|SOC INMOBILIARIA LAS HUALTATAS S A||0.6972
SOCIEDAD INMOB LAS HUALTATAS S A|96553290-0|E000043807|1.0|HIGH|0.3028|false|SOC INMOBILIARIA LAS HUALTATAS S A||0.6972
SOC INMOB LAUTARO LTDA|77449310-7|E000043808|1.0|HIGH|0.1345|false|SOC INMOBILIARIA LAUTARO LIMITADA||0.8655
SOC INMOBILIARIA LAUTARO LIMITADA|77449310-7|E000043808|1.0|HIGH|0.1345|false|SOC INMOBILIARIA LAUTARO LIMITADA||0.8655
SOC INMOB LO CRUZAT LTDA|0-0|E000043810|0.7046|NONE|0.0341|false|||0.6705
SOC INMOB LO SALDES S A|0-0|E000043811|0.6611|NONE|0.0363|false|||0.6248
SOC INMOB LOS ALERCES LIMITADA|76540334-0|E000043813|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA LOS ALERCES LIMITADA|78708130-4|1.0
SOC INMOB LOS ALERCES LTDA|76540334-0|E000043813|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA LOS ALERCES LIMITADA|78708130-4|1.0
SOC INMOBILIARIA LOS ALERCES LIM|76540334-0|E000043813|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA LOS ALERCES LIMITADA|78708130-4|1.0
SOC INMOBILIARIA LOS ALERCES LIMITADA|76540334-0|E000043813|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA LOS ALERCES LIMITADA|78708130-4|1.0
SOCIEDAD INMOBILIARIA LOS ALERCE|76540334-0|E000043813|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA LOS ALERCES LIMITADA|78708130-4|1.0
SOC INMOB M MONTT Y CIA LTDA|0-0|E000043814|0.7327|NONE|0.0|false|||0.7327
SOC INMOBILIARIA M MONTT Y CIA|0-0|E000043814|0.7327|NONE|0.0|false|||0.7327
SOC INMOB M0NTEBLANCO S A|0-0|E000043815|0.0|NONE|0.0|false|||0.0
SOC INMOB MAGALHAES LIMITADA|0-0|E000043816|0.7483|NONE|0.0693|false|||0.679
SOC INMOB MERCADO LA REINA LTD|76226930-9|E000043818|0.8012|LOW|0.0|true|INMOBILIARIA LA REINA LIMITADA|96940510-5|0.8012
SOC INMOB MINVIEC LTDA|0-0|E000043819|0.6469|NONE|0.013|false|||0.6339
SOC INMOB MOPNTEBLANCO S A|0-0|E000043820|0.5433|NONE|0.0083|false|||0.535
SOC INMOB MUNNIC LTDA|0-0|E000043821|0.6914|NONE|0.0105|false|||0.681
SOC INMOB MUNVIEC LTDA|0-0|E000043821|0.6914|NONE|0.0105|false|||0.681
SOC INMOBILIARIA MUNVIEC LIMITADA|0-0|E000043821|0.6914|NONE|0.0105|false|||0.681
SOC INMOBILIARIA MUNVIEC LTDA|0-0|E000043821|0.6914|NONE|0.0105|false|||0.681
SOCIEDAD INMOBILIARIA MUNIEC LTDA|0-0|E000043821|0.6914|NONE|0.0105|false|||0.681
SOCIEDAD INMOBILIARIA MUNVIEC LTDA|0-0|E000043821|0.6914|NONE|0.0105|false|||0.681
SOC INMOB NAC BANDERA LTDA|89563300-3|E000043822|1.0|HIGH|0.3333|false|SOC INMOBILIARIA NACIONAL BANDERA LIMITA||0.6667
SOC INMOB OCHAGAVIA S A|0-0|E000043823|0.6907|NONE|0.0044|false|||0.6863
SOC INMOB ORIENTE S A|96851150-5|E000043824|0.8653|MEDIUM|0.0|true|INMOBILIARIA ORIENTE S A|96822960-5|0.8653
SOC INMOB PACHECO MORALES Y CIA|0-0|E000043826|0.7492|NONE|0.0025|false|||0.7467
SOC INMOB PALMAS DE MALLORCA|0-0|E000043827|0.7141|NONE|0.0153|false|||0.6988
SOC INMOB PARQUE ALTO SA|0-0|E000043828|0.765|NONE|0.0132|false|||0.7518
SOC INMOB PENAFRI S A|96845580-K|E000043829|1.0|HIGH|0.4441|false|SOCIEDAD INMOBILIARIA PENAFRI S.A.||0.5559
SOC INMOBILIARIA PENAFRI S A|96845580-K|E000043829|1.0|HIGH|0.4441|false|SOCIEDAD INMOBILIARIA PENAFRI S.A.||0.5559
SOC INMOB PLUENTE NUEVO LTDA|89406900-7|E000043830|1.0|HIGH|0.1179|false|SOC INMOBILIARIA PUENTE NUEVO||0.8821
SOC INMOB PUENTE NUEVO LIMITADA|89406900-7|E000043830|1.0|HIGH|0.1179|false|SOC INMOBILIARIA PUENTE NUEVO||0.8821
SOC INMOB PUENTE NUEVO LTDA|89406900-7|E000043830|1.0|HIGH|0.1179|false|SOC INMOBILIARIA PUENTE NUEVO||0.8821
SOC INMOBILIARIA PUENTE NUEVO|89406900-7|E000043830|1.0|HIGH|0.1179|false|SOC INMOBILIARIA PUENTE NUEVO||0.8821
SOC INMOBILIARIA PUENTE NUEVO LI|89406900-7|E000043830|1.0|HIGH|0.1179|false|SOC INMOBILIARIA PUENTE NUEVO||0.8821
SOC INMOBILIARIA PUENTE NUEVO LTDA|89406900-7|E000043830|1.0|HIGH|0.1179|false|SOC INMOBILIARIA PUENTE NUEVO||0.8821
SOC INMOB PROVIDENCIA LTDA|79795250-8|E000043831|1.0|MEDIUM|0.0|true|SOC INMOBILIARIA PROVIDENCIA LIMITADA|76329579-6|1.0
SOC INMOBILIARIA PROVIDENCIA|79795250-8|E000043831|1.0|MEDIUM|0.0|true|SOC INMOBILIARIA PROVIDENCIA LIMITADA|76329579-6|1.0
SOC INMOBILIARIA PROVIDENCIA LTD|79795250-8|E000043831|1.0|MEDIUM|0.0|true|SOC INMOBILIARIA PROVIDENCIA LIMITADA|76329579-6|1.0
SOCIEDAD INMOBILIARIA PROVIDENCI|79795250-8|E000043831|1.0|MEDIUM|0.0|true|SOC INMOBILIARIA PROVIDENCIA LIMITADA|76329579-6|1.0
SOC INMOB RENTA EVE LTDA|78703820-4|E000043833|0.8034|LOW|0.0256|true|SOC INMOBILIARIA Y RENTAS EVE LIMITADA|76302579-9|0.7778
SOC INMOB RENTA RENTA E INV|78242830-6|E000043834|1.0|HIGH|0.1331|false|SOC INMOBILIARIA RENTA E INVERSIONES LIMITADA||0.8669
SOC INMOBILIARIA RENTA E INVERSI|78242830-6|E000043834|1.0|HIGH|0.1331|false|SOC INMOBILIARIA RENTA E INVERSIONES LIMITADA||0.8669
SOC INMOBILIARIA RENTA E INVERSIONES LIM|78242830-6|E000043834|1.0|HIGH|0.1331|false|SOC INMOBILIARIA RENTA E INVERSIONES LIMITADA||0.8669
SOC INMOBILIARIA RENTAS E INVERS|78242830-6|E000043834|1.0|HIGH|0.1331|false|SOC INMOBILIARIA RENTA E INVERSIONES LIMITADA||0.8669
SOCIEDAD INMOBILIARIA RENTA E IN|78242830-6|E000043834|1.0|HIGH|0.1331|false|SOC INMOBILIARIA RENTA E INVERSIONES LIMITADA||0.8669
SOC INMOB RESTAURANTE GIRATORIO LTD|86664200-1|E000043835|0.8926|MEDIUM|0.2622|false|INMOBILIARIA RESTAURANTE GIRATORIO LIMITADA||0.6304
SOC INMOB RETIRO LIMITADA|76842200-1|E000043836|0.8619|MEDIUM|0.09|false|INMOBILIARIA RETIRO LIMITADA||0.7719
SOC INMOB RODRIGUEZ VARELA|78323140-9|E000043837|0.9175|MEDIUM|0.0846|false|SOC INMOBILIARIA RODRIGUEZ Y VARELA||0.8328
SOC INMOB RODRIGUEZ VAREZA|78323140-9|E000043837|0.9175|MEDIUM|0.0846|false|SOC INMOBILIARIA RODRIGUEZ Y VARELA||0.8328
SOC INMOBILIARIA RODRIGUEZ VAREL|78323140-9|E000043837|0.9175|MEDIUM|0.0846|false|SOC INMOBILIARIA RODRIGUEZ Y VARELA||0.8328
SOC INMOB RODRIGUEZ Y VARELA|78323140-9|E000043838|1.0|HIGH|0.2372|false|SOC INMOBILIARIA RODRIGUEZ Y VARELA||0.7628
SOC INMOBILIARIA RODRIGUEZ Y VAR|78323140-9|E000043838|1.0|HIGH|0.2372|false|SOC INMOBILIARIA RODRIGUEZ Y VARELA||0.7628
SOC INMOBILIARIA RODRIGUEZ Y VARELA|78323140-9|E000043838|1.0|HIGH|0.2372|false|SOC INMOBILIARIA RODRIGUEZ Y VARELA||0.7628
SOC INMOB SAN ANDRES LTDA|78843360-3|E000043839|1.0|HIGH|0.052|false|SOC INMOBILIARIA SAN ANDRES LTDA||0.948
SOC INMOBILIARIA SAN ANDRES LTDA|78843360-3|E000043839|1.0|HIGH|0.052|false|SOC INMOBILIARIA SAN ANDRES LTDA||0.948
SOCIEDAD INMOBILIARIA SAN ANDRES|78843360-3|E000043839|1.0|HIGH|0.052|false|SOC INMOBILIARIA SAN ANDRES LTDA||0.948
SOC INMOB SAN FCO DE ASIS|0-0|E000043840|0.7639|NONE|0.0276|false|||0.7362
SOC INMOB SAN FCO DE ASIS S A|0-0|E000043840|0.7639|NONE|0.0276|false|||0.7362
SOC INMOB SAN JOSE LIMITADA|89858900-5|E000043841|1.0|MEDIUM|0.0|true|SOC INMOBILIARIA SAN JOSE LTDA|78918430-5|1.0
SOC INMOBILIARIA SAN JOSE LTDA|89858900-5|E000043841|1.0|MEDIUM|0.0|true|SOC INMOBILIARIA SAN JOSE LTDA|78918430-5|1.0
SOC INMOB SANTA JULIA LTDA|76859850-9|E000043842|1.0|HIGH|0.1229|false|SOC INMOB SANTA JULIA LTDA||0.8771
SOC INMOB SERRANO ANDRADE Y CIA LTD|77795030-4|E000043843|0.842|LOW|0.0115|true|SOC ANDRADE Y COMPANIA LIMITADA|76570170-8|0.8305
SOC INMOB STA CLAUDIA LTDA|78338830-8|E000043844|1.0|HIGH|0.2212|false|SOC INMOBILIARIA STA CLAUDIA LTDA||0.7788
SOC INMOBILIARIA STA CLAUDIA LTD|78338830-8|E000043844|1.0|HIGH|0.2212|false|SOC INMOBILIARIA STA CLAUDIA LTDA||0.7788
SOC INMOBILIARIA STA CLAUDIA LTDA|78338830-8|E000043844|1.0|HIGH|0.2212|false|SOC INMOBILIARIA STA CLAUDIA LTDA||0.7788
SOC INMOB STA GLORIA LTDA|79584980-7|E000043845|0.8448|LOW|0.028|true|SOC INMOBILIARIA SANTA GLORIA LIMITADA|78333910-2|0.8168
SOC INMOB STA INES LTDA|78346330-K|E000043846|0.9004|MEDIUM|0.0553|false|SOC INMOBILIARIA E INVERSIONES STA INES LTDA||0.8451
SOC INMOB STA ISABEL LTDA|79613080-6|E000043847|0.8443|LOW|0.0655|false|SOC INMOBILIARIA SANTA ISABEL LIMITADA||0.7788
SOC INMOB TORNAGA LEONES LTDA|0-0|E000043848|0.7146|NONE|0.0|false|||0.7146
SOC INMOB TOTORAL S A|0-0|E000043849|0.6424|NONE|0.0211|false|||0.6213
SOC INMOB TREUR COSTA BRAVA LTDA|0-0|E000043850|0.7546|NONE|0.0049|false|||0.7497
SOC INMOB UNO PONIENTE LTDA|78390600-7|E000043851|0.8821|MEDIUM|0.1103|false|INMOBILIARIA UNO PONIENTE LIMITADA||0.7718
SOC INMOB UROMED LTDA|78815190-K|E000043852|1.0|HIGH|0.364|false|SOCIEDAD INMOBILIARIA UROMED LIMITADA||0.636
SOC INMOB VALBI LTDA|0-0|E000043853|0.6508|NONE|0.0174|false|||0.6335
SOC INMOBILIARIA VALBI LTDA|0-0|E000043853|0.6508|NONE|0.0174|false|||0.6335
SOC INMOB VALLE FERTIL LTDA|76398960-7|E000043854|0.8293|LOW|0.0173|true|SOCIEDAD INMOBILIARIA Y DE INVERSIONES VALLE FERTIL LIMITADA|76506565-8|0.8121
SOC INMOBILIARIA VALLE FERTIL LIMITADA|76398960-7|E000043854|0.8293|LOW|0.0173|true|SOCIEDAD INMOBILIARIA Y DE INVERSIONES VALLE FERTIL LIMITADA|76506565-8|0.8121
SOC INMOB VALLE Y VALLE|77740998-0|E000043855|0.8228|LOW|0.0072|true|SOCIEDAD INMOBILIARIA Y COMERCIAL VALLE AZUL SPA|77765207-9|0.8156
SOC INMOB VASCO DE GAMA LTDA|77247830-5|E000043856|0.8138|LOW|0.027|true|SOC DE INVERSIONES VASCO DE GAMA LIMITADA|76008710-6|0.7869
SOC INMOB VERGARA ORTUZAR LTDA|76362061-1|E000043857|0.8022|LOW|0.0147|true|INMOBILIARIA ORTUZAR LIMITADA|76783720-8|0.7876
SOC INMOB VICHUQUEN LTDA|76428192-6|E000043858|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA VICHUQUEN LIMITADA|88143500-4|1.0
SOC INMOB VICUNA MACKENNA|77486387-7|E000043859|0.8365|LOW|0.0217|true|INMOBILIARIA VICUÑA MACKENNA LIMITADA|96512300-8|0.8148
SOC INMOB Y COM ARCLA S A|0-0|E000043860|0.6556|NONE|0.0527|false|||0.6029
SOC INMOB Y COM CANOSSI LTDA|0-0|E000043861|0.6637|NONE|0.0031|false|||0.6606
SOC INMOB Y COM ROCA FUERTE LTDA|78711320-6|E000043862|0.8913|MEDIUM|0.0954|false|SOC INMOBILIARIA Y COMERCIAL ROCA FUERTE LTDA||0.7958
SOC INMOB Y COM SAN ESTEBAN LT|76282390-K|E000043863|0.817|LOW|0.0996|false|SOCIEDAD INMOBILIARIA SAN ESTEBAN LIMITADA||0.7173
SOC INMOB Y COMERC ESTADO LIMIT|79815850-3|E000043864|0.9152|MEDIUM|0.2909|false|SOC INMOBILIARIA Y COMERCIAL ESTADO LIMITADA||0.6243
SOC INMOB Y CONST EDIFIKA S A|0-0|E000043865|0.5917|NONE|0.0126|false|||0.5792
SOC INMOB Y CONSTR RESURGIMIEN|0-0|E000043867|0.6126|NONE|0.0278|false|||0.5848
SOC INMOB Y CONSULTORA DENDERLEW|0-0|E000043868|0.5289|NONE|0.0078|false|||0.5211
SOC INMOB Y DE INV 8 FALDA LARGA|78159960-3|E000043869|0.9694|MEDIUM|0.0408|true|SOC INMOBILIARIA Y DE INVERSIONES 8 FALDA LARGA S A|76407210-3|0.9285
SOC INMOB Y DE INV CIMIENTOS S A |96652140-6|E000043870|1.0|HIGH|0.3543|false|SOC INMOBILIARIA Y DE INVERSIONES CIMIENTOS S A||0.6457
SOC INMOB Y DE INV DECAPOLIS S A |96764270-3|E000043871|1.0|HIGH|0.4506|false|SOC INMOBILIARIA Y DE INVERSIONES DECAPOLIS S A||0.5494
SOC INMOB Y DE INV GENOVA S A|99529580-6|E000043872|1.0|HIGH|0.1642|false|SOC INMOBILIARIA Y DE INVERSIONES GENOVA S A||0.8358
SOC INMOB Y DE INVERS GENOVA S A|99529580-6|E000043872|1.0|HIGH|0.1642|false|SOC INMOBILIARIA Y DE INVERSIONES GENOVA S A||0.8358
SOC INMOB Y DE INV LOS MAITENES S A|78062810-3|E000043873|1.0|HIGH|0.1014|false|SOC INMOBILIARIA Y DE INVERSIONES  LOS MAITENES S A||0.8986
SOC INMOB Y DE INV LOS PEUMOS|78150490-4|E000043874|0.9498|HIGH|0.1518|false|SOC INMOBILIARIA Y DE INVERSIONES LOS PEUMOS SOCIEDAD ANONIMA||0.798
SOC INMOB Y DE INV MAITENES|78062810-3|E000043875|0.8739|MEDIUM|0.1249|false|SOC INMOBILIARIA Y DE INVERSIONES  LOS MAITENES S A||0.749
SOC INMOB Y DE INV MARQUEZ AMADO|77302110-4|E000043876|0.9586|HIGH|0.2089|false|SOC INMOBILIARIA Y DE INVERSIONES MARQUEZ AMADO LIMITADA||0.7496
SOC INMOB Y DE INV NEHUENTUE LIM|76181758-2|E000043878|0.8114|LOW|0.0975|false|SOCIEDAD INMOBILIARIA NEHUENTUE LIMITADA||0.7138
SOC INMOB Y DE INV RIO DE PLATA|96765580-5|E000043879|0.9665|HIGH|0.193|false|SOC INMOBILIARIA Y DE INVERSIONES RIO DE PLATA S A||0.7735
SOC INMOB Y DE INV RYA LIMITADA|78705720-9|E000043880|1.0|HIGH|0.1985|false|SOC INMOBILIARIA Y DE INVERSIONES RYA LIMITADA||0.8015
SOC INMOB Y DE INV V MACKENNA S A|0-0|E000043881|0.6202|NONE|0.0178|false|||0.6025
SOC INMOB Y DE INV VERCELLI LTDA|78318080-4|E000043882|1.0|HIGH|0.2821|false|SOC INMOBILIARIA Y DE INVERSIONES VERCELLI LIMITADA||0.7179
SOC INMOB Y DE INV VICUNA MACKEN|96512300-8|E000043883|0.8253|LOW|0.0996|false|SOC INMOBILIARIA Y DE INVERSIONES  VICUNA MACKENNA LIMITADA||0.7257
SOC INMOB Y DE INV Y FALDA LARGA|78159960-3|E000043884|0.9131|MEDIUM|0.0346|true|SOC INMOBILIARIA Y DE INVERSIONES 8 FALDA LARGA S A|76407210-3|0.8785
SOC INMOB Y DE INV ZODIACO SA|0-0|E000043885|0.4652|NONE|0.0166|false|||0.4486
SOC INMOB Y DE INVER ISLA LTDA|78071850-1|E000043886|0.8022|LOW|0.0846|false|SOC INMOBILIARIA Y DE INVERSIONES ISLA L||0.7176
SOC INMOB Y DE INVERS FENIX LTDA|0-0|E000043887|0.777|NONE|0.0248|false|||0.7522
SOC INMOB Y DE INVERS IMVER LIMI|79847130-9|E000043888|0.8864|MEDIUM|0.1733|false|SOC INMOBILIARIA Y DE INVERSIONES IMVER||0.7132
SOC INMOB Y DE INVERS MAVE LTDA|78709480-5|E000043889|0.9275|HIGH|0.1968|false|SOC INMOBILIARIA Y DE INVERSIONES MAVE LTDA||0.7307
SOC INMOB Y DE INVERS NEHUENTUE|0-0|E000043890|0.7548|NONE|0.0671|false|||0.6877
SOC INMOB Y DE INVERS SN IGNACIO S A |77757150-8|E000043891|0.853|MEDIUM|0.1773|false|SOC INMOBILIARIA Y DE INVERSIONES SAN IGNACIO S A||0.6757
SOC INMOB Y DE INVERS VENEGAS Y LOP|0-0|E000043892|0.7479|NONE|0.057|false|||0.6909
SOC INMOB Y DE INVERSIONES BEROC|0-0|E000043893|0.761|NONE|0.0882|false|||0.6728
SOC INMOB Y DE INVERSIONES JULIETA L|76957820-K|E000043896|0.9214|HIGH|0.2729|false|SOC INMOB Y DE INVERSIONES JULIETA LTDA||0.6485
SOC INMOB Y DE INVERSIONES OIV S|76603850-6|E000043897|0.9527|HIGH|0.5551|false|SOCIEDAD INMOBILIARIA Y DE INVERSIONES OIV SOCIEDAD ANONIMA||0.3976
SOC INMOB Y DE INVERSIONES SAMO|77401270-2|E000043898|0.9501|HIGH|0.2376|false|SOC INMOBILIARIA Y DE INVERSIONES SAMO LIMITADA||0.7125
SOC INMOB Y DE INVERSIONES VICUN|0-0|E000043899|0.7245|NONE|0.0181|false|||0.7063
SOC INMOBILIARIA Y DE INVERSIONES VICUN|0-0|E000043899|0.7245|NONE|0.0181|false|||0.7063
SOC INMOB Y DE RENTAS DE COBRE L|0-0|E000043900|0.7135|NONE|0.0246|false|||0.689
SOC INMOB Y DE SALUD LTDA|0-0|E000043901|0.0|NONE|0.0|false|||0.0
SOC INMOB Y DE SERV HABITAC EDO|0-0|E000043902|0.6605|NONE|0.0284|false|||0.6322
SOC INMOBILIARIA Y DE SERV HABIT|0-0|E000043902|0.6605|NONE|0.0284|false|||0.6322
SOC INMOB Y DE TRANSP REDLAND SA|0-0|E000043903|0.6859|NONE|0.0379|false|||0.648
SOC INMOB Y INVERSIONES FUTURO L|77401260-5|E000043904|0.8064|LOW|0.0|true|SOC INMOBILIARIA Y DE INVERSIONES FUTURO LIMITADA|76170194-0|0.8064
SOC INMOB YAKUSAN|0-0|E000043906|0.6042|NONE|0.0045|false|||0.5997
SOC INMOB ZABEL LTDA|0-0|E000043907|0.7152|NONE|0.0402|false|||0.675
SOC INMOBIL BANDERA REAL LTDA|89563300-3|E000043908|0.8057|LOW|0.0251|true|SOC INMOBILIARIA NACIONAL BANDERA LIMITA|76627457-9|0.7806
SOC INMOBIL BELLOLIO S A |96719420-4|E000043909|0.8536|MEDIUM|0.1392|false|INMOBILIARIA BELLOLIO S.A.||0.7144
SOC INMOBIL LA CANADA LTDA|76359605-2|E000043910|1.0|HIGH|0.1293|false|SOCIEDAD INMOBILIARIA LA CANADA LIMITADA||0.8707
SOCIEDAD INMOBILIARIA LA CANADA|76359605-2|E000043910|1.0|HIGH|0.1293|false|SOCIEDAD INMOBILIARIA LA CANADA LIMITADA||0.8707
SOC INMOBILIADORA ALMIRANTE LA T|0-0|E000043911|0.6571|NONE|0.069|false|||0.5881
SOC INMOBILIARIA ABIUSO VACCARELLA Y COM|78581070-8|E000043912|0.8487|LOW|0.2921|false|SOC INMOBILIARIA ABIUSO VACCARELLA Y COMPANIA LIMITADA||0.5566
SOC INMOBILIARIA AGUA DEL PADRE|0-0|E000043913|0.707|NONE|0.0479|false|||0.6591
SOC INMOBILIARIA AGUAS CLARAS S|96719470-0|E000043914|0.9457|HIGH|0.055|false|SOC INMOBILIARIA AGUAS CLARAS S A||0.8907
SOC INMOBILIARIA ALERCE LTDA|76179320-9|E000043915|1.0|HIGH|0.1381|false|SOC INMOBILIARIA ALERCE LIMITADA||0.8619
SOC INMOBILIARIA ALTENA S A|0-0|E000043916|0.6635|NONE|0.0178|false|||0.6456
SOC INMOBILIARIA AMIRA LIMITADA|76083910-8|E000043917|1.0|HIGH|0.1947|false|SOC INMOBILIARIA AMIRA LIMITADA||0.8053
SOC INMOBILIARIA ANTUCO LIMITADA|77320595-7|E000043918|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA ANTUCO LIMITADA|79903690-8|1.0
SOC INMOBILIARIA ANTUCO LTDA|77320595-7|E000043918|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA ANTUCO LIMITADA|79903690-8|1.0
SOCIEDAD INMOBILIARIA ANTUCO LTD|77320595-7|E000043918|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA ANTUCO LIMITADA|79903690-8|1.0
SOCIEDAD INMOBILIARIA ANTUCO LTDA|77320595-7|E000043918|1.0|MEDIUM|0.0|true|SOCIEDAD INMOBILIARIA ANTUCO LIMITADA|79903690-8|1.0
SOC INMOBILIARIA ARCAMERI LIMITA|78941830-6|E000043919|1.0|HIGH|0.3612|false|SOC INMOBILIARIA ARCAMERI LIMITADA||0.6388
SOC INMOBILIARIA BAHIA DE ALGARROBO LTDA|88351500-5|E000043920|1.0|HIGH|0.2421|false|SOC INMOBILIARIA BAHIA DE ALGARROBO LTDA||0.7579
SOC INMOBILIARIA BARRERA ALVAREZ|89717700-5|E000043921|0.8755|MEDIUM|0.0016|true|SOC INMOBILIARIA BARRERA ALVAREZ Y COMPA|77118550-9|0.874
SOC INMOBILIARIA BARRERA ALVAREZ Y C|89717700-5|E000043922|0.8307|LOW|0.0039|true|SOC INMOBILIARIA BARRERA ALVAREZ Y COMPA|77118550-9|0.8268
SOC INMOBILIARIA BARRERA ALVAREZ Y COMPA|89717700-5|E000043923|1.0|HIGH|0.107|false|SOC INMOBILIARIA BARRERA ALVAREZ Y COMPA||0.893
SOC INMOBILIARIA BELMONT LTDA|89650500-9|E000043924|1.0|HIGH|0.2135|false|SOC INMOBILIARIA BELMONT LTDA||0.7865
SOCIEDAD INMOBILIARIA BELMONT|89650500-9|E000043924|1.0|HIGH|0.2135|false|SOC INMOBILIARIA BELMONT LTDA||0.7865
SOC INMOBILIARIA CACHAPOAL DE MA|0-0|E000043925|0.7787|NONE|0.069|false|||0.7097
SOC INMOBILIARIA CACHAPOAL DE MALLOCO LT|78484260-6|E000043926|0.969|HIGH|0.261|false|SOC INMOBILIARIA CACHAPOAL DE MALLOCO LTDA||0.708
