propietario|rut|prop_tgr_id
SOC COMERCIAL ELECTRONIC SERV TECNI|0-0|E000042115
SOC COMERCIAL ESPERANZA LTDA|79507300-0|E000042116
SOC COMERCIAL ESTIBILL LIMITADA|76133020-9|E000042117
SOC COMERCIAL FAIRUZ LIMITADA|76150790-7|E000042118
SOC COMERCIAL FERRETERA EL BOSQU|0-0|E000042119
SOC COMERCIAL FIBERCO LIMITADA|77830450-3|E000042120
SOC COMERCIAL FULL AUTO LTDA|78724610-9|E000042121
SOC COMERCIAL GAJARDO Y LORCA LIMITADA|78150760-1|E000042122
SOC COMERCIAL HADAD LIMITADA|77858160-4|E000042123
SOC COMERCIAL HENRIQUEZ HERMANOS LTDA|77273090-K|E000042124
SOC COMERCIAL HETTY LIMITADA|0-0|E000042125
SOC COMERCIAL HIDALGO LIMITADA|77239962-6|E000042126
SOC COMERCIAL HUERFANOS LTDA|78272310-3|E000042127
SOC COMERCIAL IME CHILE SA|96384000-4|E000042128
SOCIEDAD COMERCIAL IME CHILE SA|96384000-4|E000042128
SOC COMERCIAL IMPA LIMITADA|78658190-7|E000042129
SOC COMERCIAL IMPORT Y DIST CROM|0-0|E000042130
SOC COMERCIAL INDUSTRIAL T E LTD|86256600-9|E000042131
SOC COMERCIAL INMOBILIARIA Y DE|0-0|E000042132
SOC COMERCIAL INMOBILIARIA Y DE INVERSIO|87890500-8|E000042133
SOC COMERCIAL INVERCOM LIMITADA|79875090-9|E000042134
SOC COMERCIAL ITALMACC CHILE LIM|77585500-2|E000042135
SOC COMERCIAL J Y E LIMITADA|76113700-K|E000042136
SOCIEDAD COMERCIAL J Y E LIMITAD|76113700-K|E000042136
SOC COMERCIAL JADNE Y CIA LTDA|0-0|E000042137
SOC COMERCIAL JERIA Y COMPANIA LIMITADA|77373380-5|E000042138
SOC COMERCIAL JUAN PANTANALLI RO|0-0|E000042139
SOC COMERCIAL JUAN PANTANALLI ROZAS LIMI|78754090-2|E000042140
SOC COMERCIAL K R LTDA|76259485-4|E000042141
SOC COMERCIAL L Y C LIMITADA|78450470-0|E000042142
SOC COMERCIAL LARVE LIMITADA|76037870-4|E000042143
SOC COMERCIAL LENNOX LIMITADA|76699456-3|E000042144
SOC COMERCIAL LIMARI LTDA|77947080-6|E000042145
SOC COMERCIAL LORETO RENTA CAR LTDA|0-0|E000042146
SOC COMERCIAL LOS ALPES LIMITADA|77973230-4|E000042147
SOC COMERCIAL LOS CACTUS LTDA|79502300-3|E000042148
SOC COMERCIAL LOS CONDORES LIMIT|77586340-4|E000042149
SOC COMERCIAL LOS NARANJOS LTDA|88416800-7|E000042150
SOC COMERCIAL MAPI LIMITADA|77879050-5|E000042151
SOCIEDAD COMERCIAL MAPI LIMITADA|77879050-5|E000042151
SOC COMERCIAL MARCELA BELTRAN Y|78620230-2|E000042152
SOC COMERCIAL MARIN LTDA|79864060-7|E000042153
SOC COMERCIAL MENAPER LTDA|0-0|E000042154
SOC COMERCIAL MENDEZ E HIJOS LIMITADA|77476860-2|E000042155
SOC COMERCIAL MIRSIL LIMITADA|78133800-1|E000042156
SOC COMERCIAL MUNOZ CONSTANZO LTDA|78485770-0|E000042157
SOC COMERCIAL NEIRA Y FONSECA LI|77252670-9|E000042158
SOC COMERCIAL NEIRA Y FONSECA SPA|77252670-9|E000042158
SOC COMERCIAL OXYGEN LIMITADA|77556180-7|E000042159
SOC COMERCIAL PARAMETRO LTDA|89104300-7|E000042160
SOC COMERCIAL PASTENE Y AHUMADA|0-0|E000042161
SOCIEDAD COMERCIAL PASTENE Y AHU|0-0|E000042161
SOC COMERCIAL PERALTA Y ZUNIGA L|78852350-5|E000042162
SOC COMERCIAL PIAJE LIMITADA|0-0|E000042163
SOC COMERCIAL PLASTOCK UNO LIMIT|78481470-K|E000042164
SOC COMERCIAL PRO LIMIT LIMITADA|77034720-3|E000042165
SOC COMERCIAL RAMBAL LTDA|79932610-8|E000042166
SOC COMERCIAL RECOVER LIMITADA|77206260-5|E000042167
SOC COMERCIAL RIDE TRADING LIMIT|77857610-4|E000042168
SOC COMERCIAL RUBIO Y RUBIO LIMI|78984330-9|E000042169
SOCIEDAD COMERCIAL RUBIO Y RUBIO|78984330-9|E000042169
SOC COMERCIAL S   S LIMITADA|76506790-1|E000042170
SOC COMERCIAL SAN ANDRES LIMITADA|76300816-9|E000042171
SOC COMERCIAL SAN CRISTOBAL LIMI|76092700-7|E000042172
SOC COMERCIAL SAN JORGE Y COMPAN|0-0|E000042173
SOC COMERCIAL SAN ROBERTO LIMITA|77041270-6|E000042174
SOC COMERCIAL SAN SEBASTIAN LIMITADA|76192272-6|E000042175
SOC COMERCIAL SANTIBANEZ CIA LTDA|0-0|E000042176
SOC COMERCIAL SASVAL LIMITADA|77554630-1|E000042177
SOC COMERCIAL SASVAL LTDA|77554630-1|E000042177
SOC COMERCIAL SENU Y CIA LTDA|79875110-7|E000042178
SOCIEDAD COMERCIAL SENU Y CIA LTDA|79875110-7|E000042178
SOC COMERCIAL SERCOAMB LIMITADA|76128400-2|E000042179
SOC COMERCIAL SOLIS Y CIA LTDA|78843510-K|E000042180
SOC COMERCIAL SP LTDA|77772528-9|E000042181
SOC COMERCIAL TAREK LIMITADA|76083880-2|E000042182
SOC COMERCIAL TECNICO LIMITADA|77175440-6|E000042183
SOC COMERCIAL TECNOVULCO LIMITADA|77116140-5|E000042184
SOC COMERCIAL TRABOL Y COMPANIA LT|0-0|E000042185
SOC COMERCIAL TRICAHUE Y COMPANI|0-0|E000042186
SOC COMERCIAL VALDES Y PASCUAL LTDA|76222715-0|E000042187
SOC COMERCIAL VALLENAR|0-0|E000042188
SOCIEDAD COMERCIAL VALLENAR|0-0|E000042188
SOC COMERCIAL VIVACETA RETIRO LTDA|83529800-0|E000042189
SOC COMERCIAL WISNIAK Y COMPANIA SPA|85142600-0|E000042190
SOC COMERCIAL Y ADMINISTRADORA RINORKA L|77254270-4|E000042191
SOC COMERCIAL Y DE INVERSIONES ACONCAGUA|0-0|E000042192
SOC COMERCIAL Y DE INVERSIONES D|0-0|E000042193
SOC COMERCIAL Y DE INVERSIONES D J LIMIT|77513180-2|E000042194
SOC COMERCIAL Y DE INVERSIONES L|77245132-6|E000042195
SOC COMERCIAL Y DE INVERSIONES M|0-0|E000042196
SOC COMERCIAL Y DE INVERSIONES MAR DEL S|0-0|E000042197
SOC COMERCIAL Y DE INVERSIONES P|0-0|E000042198
SOC COMERCIAL Y DE REPRESENTACIONES MINT|0-0|E000042199
SOC COMERCIAL Y DE SERVICIOS MEZ|0-0|E000042200
SOC COMERCIAL Y DE SERVICIOS MEZABU Y CO|0-0|E000042201
SOC COMERCIAL Y DISTRIBUIDORA DE PRODUCT|0-0|E000042202
SOC COMERCIAL Y DISTRIBUIDORA MA|0-0|E000042203
SOC COMERCIAL Y PROFESIONAL FACT|0-0|E000042204
SOC COMERCIAL YARLAN LTDA|79910230-7|E000042205
SOC COMERCIALIZADORA ALTO CHAMIZ|76237460-9|E000042206
SOC COMERCIALIZADORA ALTO CHAMIZA LIMITA|76237460-9|E000042206
SOC COMERCIALIZADORA ARTICULOS M|0-0|E000042207
SOC COMERCIALIZADORA ASSIMA LIMA|0-0|E000042208
SOC COMERCIALIZADORA BELEN LIMITADA|76232970-0|E000042209
SOC COMERCIALIZADORA DE VINOS PI|0-0|E000042210
SOC COMERCIALIZADORA E INMOBILIA|77356370-5|E000042211
SOC COMERCIALIZADORA E INMOBILIARIA TORR|0-0|E000042212
SOC COMERCIALIZADORA FULLHAUS LT|76855080-8|E000042213
SOC COMERCIALIZADORA FULLHAUS LTDA|76855080-8|E000042213
SOC COMERCIALIZADORA GENERAL SA|96585380-4|E000042214
SOC COMERCIALIZADORA LOPEZ|0-0|E000042215
SOC COMERCIALIZADORA LOPEZ AND D|0-0|E000042216
SOC COMERCIALIZADORA MARTINEZ HERMANOS L|78127930-7|E000042217
SOC COMERCIALIZADORA METROPOLITA|96804250-5|E000042218
SOC COMERCIALIZADORA METROPOLITANA S A|96804250-5|E000042218
SOCIEDAD COMERCIALIZADORA METROPOLITANA|96804250-5|E000042218
SOC COMERCIALIZADORA NICO LIMITA|76097337-8|E000042219
SOC COMERCIALIZADORA Y DE ASESOR|0-0|E000042220
SOC COMERCIALIZADORA Y DISTRIBUI|76285093-1|E000042221
SOC COMERCIALIZADORA Y DISTRIBUIDORA COS|76285093-1|E000042221
SOC DISTRIBUIDORA Y COMERCIALIZA|76285093-1|E000042221
SOCIEDAD COMERCIALIZADORA Y DIST|76285093-1|E000042221
SOC COMERCIALIZADORA Y PRESTADOR|0-0|E000042222
SOC COMERCIALIZADORA Y SERVICIOS|77099507-8|E000042223
SOC COMERCIO DESARROLLO|0-0|E000042224
SOC COMERCIO Y DESARROLLO LTDA|96882070-2|E000042225
SOC COMUNICACION MARKETING Y PUBLI CIDAD|78421200-9|E000042226
SOC CONDOMINIO LA PEROUSE LIMITADA|0-0|E000042227
SOC CONS E INMOB PALERMO LTDA|0-0|E000042228
SOC CONST E INMOB PALERMO LTDA|0-0|E000042228
SOC CONS E INV SOCOIN LTDA|0-0|E000042229
SOC CONST E INV SOCOIN LTDA|0-0|E000042229
SOC CONS ESTAB EDUC SA LIC COM B 61|0-0|E000042230
SOC CONS ESTAB EDUC SA LIC M SALAS|0-0|E000042231
SOC CONS ESTABLEC EAUC SA ESC D 251|0-0|E000042232
SOC CONS VIV EC EL ROBLE LTDA|0-0|E000042233
SOC CONS VIVI EC EL ROBLE LTDA|0-0|E000042233
SOC CONST DE VIV ECON EL ROBLE LTDA|0-0|E000042233
SOC CONST VIV ECON EL ROBLE LTDA|0-0|E000042233
SOC CONST ALDEBARAN LTDA|0-0|E000042234
SOC CONST AUGUSTO LEGUIA NORTE S A|0-0|E000042235
SOC CONSTR AUGUSTO LEGUIA NORTE S A|0-0|E000042235
SOC CONSTR AUGUSTO LEGUIA NORTE SA|0-0|E000042235
SOC CONST BELLAVISTA LTDA|76342664-5|E000042236
SOC CONST BENAME LTDA|0-0|E000042237
SOC CONST BROWN NORTE LTDA|0-0|E000042238
SOC CONST BUENA VENTURA LTDA|0-0|E000042239
SOC CONST BUENAVENTURA LTDA|0-0|E000042239
SOC CONST BURSOL LTDA|0-0|E000042240
SOC CONST CASA BLANCA LTDA|0-0|E000042241
SOC CONST CERRO NAVIDAD LTDA|0-0|E000042242
SOC CONST CHILE ESPANA LTDA|0-0|E000042243
SOC CONST CRISTAN LTDA|0-0|E000042244
SOCIEDAD CONSTRUCTORA CRISTAN LIMITADA|0-0|E000042244
SOC CONST DE VIV ECON ECOVIL LTDA|0-0|E000042245
SOC CONST DONA BLANCA LTDA|0-0|E000042246
SOC CONSTR DONA BLANCA LTDA|0-0|E000042246
SOC CONST E ING MONTE BLANCO LTD|0-0|E000042247
SOC CONST E INGENIERIA S A|0-0|E000042248
SOC CONST E INM EL OTONAL LTDA|0-0|E000042249
SOC CONST E INMOB A Y B LTDA|0-0|E000042250
SOC CONST E INMOBILIARIA A Y B LTDA|0-0|E000042250
SOC CONST E INMOB ARAUCO GOLF LTDA|0-0|E000042251
SOC CONST E INMOB EDYVEN LTDA|0-0|E000042252
SOC CONST E INMOB HIDALGO SA|0-0|E000042253
SOC CONST E INMOB LOS LEONES L|0-0|E000042254
SOC CONST E INMOB SN CRISTOBAL|0-0|E000042255
SOC CONST E INMOBILIARIA ABRIL L|0-0|E000042256
SOC CONST EDIF BONAPARTE LTDA|0-0|E000042257
SOC CONST EDIF POCURO 2288 LTD|0-0|E000042258
SOC CONST EE EDUC SA ESC D 285|0-0|E000042259
SOC CONST EST EDUC SA ESC D 285|0-0|E000042259
SOC CONSTR EST EDUC SA ESC D 290|0-0|E000042259
SOC CONST EL AROMO LTDA|0-0|E000042260
SOC CONST EL BOSQUE LTDA|0-0|E000042261
SOC CONSTRUCTORA EL BOSQUE LTD|0-0|E000042261
SOC CONST EL CAMPANARIO LTDA|0-0|E000042262
SOC CONST EL PORVENIR LTDA|0-0|E000042263
SOC CONST EST EDUC SA LICEO B 79|0-0|E000042264
SOC CONST ESTAB EDUC SA PARVULO 329|0-0|E000042265
SOC CONST ESTAB EDUCAC SA LICEO B 6|0-0|E000042266
SOC CONST ESTAB EDUCACIONALES SA|0-0|E000042267
SOC CONSTR ESTAB EDUCACIONALES|0-0|E000042267
SOC CONSTR ESTAB EDUCACIONALES S A|0-0|E000042267
SOC CONSTR ESTABL EDUCACIONALE|0-0|E000042267
SOC CONST ESTABL EDUC SA D 297|0-0|E000042268
SOC CONST GENESIS LTDA|0-0|E000042269
SOC CONST H AGUIRRE 496 LTDA|0-0|E000042270
SOC CONST H ARRANO Y CIA LTDA|0-0|E000042271
SOC CONT H ARRANO Y CIA LTDA|0-0|E000042271
SOC CONST HECTOR ARRANO Y CIA|0-0|E000042272
SOC CONST HOGAR PROPIO LTDA|0-0|E000042273
SOC CONST IND Y COM CIDEPA LTDA|0-0|E000042274
SOC CONST INMOB TORRE OTEIZA LTDA|0-0|E000042275
SOC CONST INMOB UGARTE LTDA|0-0|E000042276
SOC CONST INMOB Y DE SERV RUMO L|0-0|E000042277
SOC CONST LA CASTELLANA LTDA|0-0|E000042278
SOC CONSTR LA CASTELLANA LTDA|0-0|E000042278
SOC CONST LOS CEDROS LTDA|0-0|E000042279
SOC CONST MUNVIEC LTDA|0-0|E000042280
SOC CONST PALOMAR LTDA|0-0|E000042281
SOC CONST PEREDA LTDA|0-0|E000042282
SOC CONST RIO PUEBLO LTDA|0-0|E000042283
SOC CONST RIO PUELO LTDA|0-0|E000042283
SOC CONSTRUCTORA RIO PUELO LTDA|0-0|E000042283
SOC CONST ROSALEDA LTDA|0-0|E000042284
SOC CONST SEA LTDA|0-0|E000042285
SOC CONST SEM LTDA|0-0|E000042286
SOC CONST SOCOVESA|0-0|E000042287
SOC CONST STA MARIA LTDA|0-0|E000042288
SOC CONSTR STA MARIA LTDA|0-0|E000042288
SOC CONST TERM LO OVALLE LTDA|0-0|E000042289
SOC CONST TUNON MOURE CIA LTDA|0-0|E000042290
SOC CONST TUNON Y TUNON LTDA|0-0|E000042291
SOC CONST TUNON Y TUNON S A|0-0|E000042292
SOC CONST VIOLETA LTDA|0-0|E000042293
SOC CONST VIV EC MUNVIEC LTDA|0-0|E000042294
SOC CONST VIV ECO MUNVIEC LTDA|0-0|E000042294
SOC CONST VIV ECO LLAIMA LTDA|0-0|E000042295
SOC CONST VIV ECON ALFA LTDA|0-0|E000042296
SOC CONSTR VIV ECON ALFA LTDA|0-0|E000042296
SOC CONSTR VIV ECON CIDEPA LTD|0-0|E000042296
SOC CONST VIV ECON AURRERA LTDA|0-0|E000042297
SOC CONST VIV ECON PHS LTDA|0-0|E000042298
SOC CONST VIV ECONOM A SOTTA Y CIA|0-0|E000042299
SOC CONST VIV KUHN LTDA|0-0|E000042300
SOC CONST VIVIEN HOGAR PROPIO LTDA|0-0|E000042301
SOC CONST Y MANDATARIA S A|0-0|E000042302
SOC CONST Y METALURGICA EMEN LTDA|0-0|E000042303
SOC CONSTR A SENERMAN L Y CIA LTDA|0-0|E000042304
SOC CONSTR AMFA LTDA|0-0|E000042305
SOC CONSTR AMFA LTDA Y OTRO|0-0|E000042306
SOC CONSTR AUSTRAL LTDA|0-0|E000042307
SOC CONSTR CALLAO LTDA|0-0|E000042308
SOC CONSTRUCTORA CALLAO LTDA|0-0|E000042308
SOC CONSTR CASTILLO|0-0|E000042309
SOC CONSTR CIDEPA LTDA|0-0|E000042310
SOC CONSTR COPACABANA SA|0-0|E000042311
SOC CONSTR COSTANERA LTDA|0-0|E000042312
SOC CONSTR DE VIV ECON F OSSIO Y OT|0-0|E000042313
SOC CONSTR VIV ECON F OSSIO Y LTDA|0-0|E000042313
SOC CONSTR VIV ECON F OSSIO Y OTS|0-0|E000042313
SOC CONSTR E INM LINNEO LTDA|0-0|E000042314
SOC CONSTR E INM TORINI LT|0-0|E000042315
SOC CONSTR E INMOB TORINO LT|0-0|E000042316
SOC CONSTR E INMOBILIARIA TORINO LT|0-0|E000042316
SOC CONSTR EDIF BCO OHIGGINS|0-0|E000042317
SOC CONSTR EDIF EL CACIQUE|0-0|E000042318
SOC CONSTR EDIF LA COLONIA|0-0|E000042319
SOC CONSTR EDIF MIRAFLORES LTD|0-0|E000042320
SOC CONSTR EDIF MIRAFLORES LTDA|0-0|E000042320
SOC CONSTR EDIF PROVIDENCIA LT|0-0|E000042321
SOC CONSTR EDUC S A ESCUELA D 191|0-0|E000042322
SOC CONSTR EE EE ESC D 289 Y D 310|0-0|E000042323
SOC CONSTR ESTAB ED SA LICEO A 24|0-0|E000042324
SOC CONSTR ESTAB EDUC ESC D 131|0-0|E000042325
SOC CONSTR ESTAB EDUC S A L C B 72|0-0|E000042326
SOC CONSTR ESTAB EDUC SA C F 216|0-0|E000042327
SOC CONSTR ESTAB EDUC SA ESC D 33|0-0|E000042328
SOC CONSTR ESTABL EDUC SA ESC D 304|0-0|E000042328
SOC CONSTR ESTAB EDUC SA ESC E 298|0-0|E000042329
SOC CONSTR ESTAB EDUC SA LICEO A 15|0-0|E000042330
SOC CONSTR ESTABL EDUC SA ESC D 149|0-0|E000042331
SOC CONSTR ESTABL EDUC SA ESC F 123|0-0|E000042332
SOC CONSTR ESTABL EDUC SA L B 36|0-0|E000042333
SOC CONSTR ESTABLECIMIENTOS EDUC SA|0-0|E000042334
SOC CONSTR FINANPRO LTDA|0-0|E000042335
SOC CONSTR HABITACIONAL LTDA|0-0|E000042336
SOC CONSTR HEPNER MUNOZ LTDA|0-0|E000042337
SOC CONSTR HOGAR PROPIO|0-0|E000042338
SOC CONSTR INVERSIONES MARTIN|0-0|E000042339
SOC CONSTR LLIFEN Y CIA LTDA|0-0|E000042340
SOC CONSTR MONTEGRANDE|0-0|E000042341
SOC CONSTR NAVIDAD 2|0-0|E000042342
SOC CONSTR OPI GENESIS LTDA|0-0|E000042343
SOC CONSTR PARQUE DEL 900 LTDA|0-0|E000042344
SOC CONSTR PEDRO DE VALDIVIA|0-0|E000042345
SOC CONSTR PQUE H DE AGUIRRE LTDA|0-0|E000042346
SOC CONSTR SAN CRESCENTE|0-0|E000042347
SOC CONSTR SN CRESCENTE|0-0|E000042347
SOC CONSTR TAURUS SOC LTDA|0-0|E000042348
SOC CONSTR TORRES DE TAJAMAR S|0-0|E000042349
SOC CONSTR TORRES TAJAMAR|0-0|E000042350
SOC CONSTR URVI|0-0|E000042351
SOC CONSTR URVI LTDA|0-0|E000042352
SOC CONSTR VILLA MAGNOLIA|0-0|E000042353
SOC CONSTR VILLA MODERNA|0-0|E000042354
SOC CONSTRUCTORA VILLA MODERNA|0-0|E000042354
SOC CONSTR VIV AMERICA LTDA|0-0|E000042355
SOC CONSTR VIV EC LA RESIDENCI|0-0|E000042356
SOC CONSTR VIV ECO HOGAR PROPIO|0-0|E000042357
SOC CONSTR VIV ECON F OSSIO|0-0|E000042358
SOC CONSTR VIV ECON LOPEZ Y BRAVO|0-0|E000042359
SOC CONSTR VIV ECON URBI|0-0|E000042360
SOC CONSTR VIV ECON URVI|0-0|E000042360
SOC CONSTR VON TROTT Y EHLEN LTD|76802480-4|E000042361
SOC CONSTR Y MERCANTIL SOCOMER|0-0|E000042362
SOC CONSTRUC ALFA LTDA|0-0|E000042363
SOC CONSTRUC EDIFICIO OHIGGINS L|0-0|E000042364
SOC CONSTRUC INVERS E INMOB EMAL|0-0|E000042365
SOC CONSTRUC LIRA Y CADENA LTDA|0-0|E000042366
SOC CONSTRUC LLAIMA|0-0|E000042367
SOC CONSTRUC SERGIO DELPERO P LTDA|0-0|E000042368
SOC CONSTRUCCION INGENIERIA Y MO|0-0|E000042369
SOC CONSTRUCCIONES E ING MAYA SA|0-0|E000042370
SOC CONSTRUCCIONES E INSTALACION|0-0|E000042371
SOC CONSTRUCT EDYVEN|0-0|E000042372
SOC CONSTRUCT RODO S A |0-0|E000042373
SOC CONSTRUCTORA A Y D LTDA|77874180-6|E000042374
SOC CONSTRUCTORA ANSALDO LTDA|0-0|E000042375
SOC CONSTRUCTORA ARCA LTDA|77925401-1|E000042376
SOC CONSTRUCTORA ATENAS Y CIA LT|78771600-8|E000042377
SOC CONSTRUCTORA CARDENAS LTDA|79503450-1|E000042378
SOC CONSTRUCTORA CONARDI LIMITAD|79577590-0|E000042379
SOC CONSTRUCTORA CORINTIA LTDA|0-0|E000042380
SOC CONSTRUCTORA DE VIVIENDAS ECONO|79515310-1|E000042381
SOC CONSTRUCTORA DUCOMA LTDA|84103500-3|E000042382
SOCIEDAD CONSTRUCTORA DUCOMA LTDA|84103500-3|E000042382
SOC CONSTRUCTORA E INMOB SEINCO|76011422-7|E000042383
SOC CONSTRUCTORA E INMOBILIARIA|76251364-1|E000042384
SOC CONSTRUCTORA E INMOBILIARIA DEL MAUC|0-0|E000042385
SOC CONSTRUCTORA E INMOBILIARIA GARRIDO|0-0|E000042386
SOC CONSTRUCTORA E INVERSIONES A|0-0|E000042387
SOC CONSTRUCTORA E INVERSIONES FOG LIMIT|79810050-5|E000042388
SOC CONSTRUCTORA E INVERSIONES J|0-0|E000042389
SOC CONSTRUCTORA FEMUSIL LIMITAD|0-0|E000042390
SOC CONSTRUCTORA FERNANDEZ Y MUNOZ LIMIT|77913620-5|E000042391
SOC CONSTRUCTORA GRANADA LTDA|0-0|E000042392
SOC CONSTRUCTORA HERVAL LTDA|0-0|E000042393
SOC CONSTRUCTORA INDUSTRIAL Y COMERCIAL|85652800-6|E000042394
SOC CONSTRUCTORA INGENIERIA Y TECNOLOGIA|77299500-8|E000042395
SOC CONSTRUCTORA INMOBILIARIA E IN|0-0|E000042396
SOC CONSTRUCTORA INMOBILIARIA E IN VERSI|0-0|E000042397
SOC CONSTRUCTORA INVERSIONES E I|0-0|E000042398
SOC CONSTRUCTORA JORGE ORELLANA|0-0|E000042399
SOC CONSTRUCTORA LYON LTDA|0-0|E000042400
SOC CONSTRUCTORA MAILLARD Y CIA LTD|0-0|E000042401
SOC CONSTRUCTORA MAINO LTDA|78276040-8|E000042402
SOCIEDAD CONSTRUCTORA MAINO LIMI|78276040-8|E000042402
SOC CONSTRUCTORA MARCOS Y CIA LTDA|76212311-8|E000042403
SOC CONSTRUCTORA MARIO Y CRISTIAN VALDES|78724040-2|E000042404
SOC CONSTRUCTORA MUNVIEC LTDA|0-0|E000042405
SOC CONSTRUCTORA NAHUEN LIMITADA|76152210-8|E000042406
SOC CONSTRUCTORA NEIRA Y GUASP LTDA|0-0|E000042407
SOC CONSTRUCTORA PARQUE GOLF LTDA|0-0|E000042408
SOC CONSTRUCTORA PEREDA LTDA|85127200-3|E000042409
SOC CONSTRUCTORA PUCOMA|0-0|E000042410
SOC CONSTRUCTORA SEPCO LTDA|0-0|E000042411
SOC CONSTRUCTORA SEPTO LTDA|0-0|E000042412
SOC CONSTRUCTORA TORRES DE TAJ|0-0|E000042413
SOC CONSTRUCTORA TORRES DE TAJAMAR|0-0|E000042413
SOC CONSTRUCTORA TU ON Y TU ON LTDA|0-0|E000042414
SOC CONSTRUCTORA VALDES PROPIEDA|76427110-6|E000042415
SOCIEDAD CONSTRUCTORA VALDES PRO|76427110-6|E000042415
SOCIEDAD CONSTRUCTORA VALDES PROPIEDADES|76427110-6|E000042415
SOC CONSTRUCTORA Y METALURGICA M|0-0|E000042416
SOC CONSTRVIV ECONOMIC BOSSOUR|0-0|E000042417
SOC CONSULT COM DE CAPACIT PROF|0-0|E000042418
SOC CONSULTORA EXPRO SOCIEDAD ANONIMA|96972750-1|E000042419
SOC CONTR EDUC SA ESCUELA E 291|0-0|E000042420
SOC COOP ABRAHAM LINCOLN LTDA|0-0|E000042421
SOC COOP AHORRO STA TERESITA L|0-0|E000042422
SOC COOP DE EDIFICACION CHATEX LTDA|0-0|E000042423
SOC COOP EDIF JULIO DONOSO LTD|0-0|E000042424
SOC COOP EDIF VIV EMP UNIVERSO LTDA|0-0|E000042425
SOC COOP HECTOR MARCHANT LTDA|0-0|E000042426
SOC COOP MI VINITA LTDA|0-0|E000042427
SOC COOP PATRONA CHILE|0-0|E000042428
SOC COOP SAN JORGE LTDA|0-0|E000042429
SOC COOP SODIMAC LTDA|0-0|E000042430
SOC CORP TELEFONICA CHILENA S A|0-0|E000042431
SOC CORREDORA DE SEGUROS TOCONAO|88597400-7|E000042432
SOC CORREDORES DE SEG LOTA Y ASO|0-0|E000042433
SOC CORREDORES DE SEGUROS LOTA Y|79933990-0|E000042434
SOC CRISPIERI Y CIA LTDA|86317800-2|E000042435
SOC CUEROPLASTIC LIMITADA|79532810-6|E000042436
SOC CUMBRES S A|0-0|E000042437
SOC CUSTODIAS Y ASESORIAS FINAN S A|0-0|E000042438
SOC D Y L ARQUITECTOS LTDA |0-0|E000042439
SOC DE ALIMENTACION CASINO EXPRESS LIMIT|78793360-2|E000042440
SOCIEDAD DE ALIMENTACION CASINO EXPRESS|78793360-2|E000042440
SOC DE ARQUITECTURA E INVERSIONE|0-0|E000042441
SOC DE ARQUITECTURA E INVERSIONES SANTA|78583310-4|E000042442
SOC DE ASES E INVERS GIL RODRIGO|77872610-6|E000042443
SOC DE ASESORIA E INVERSIONES GIL|77872610-6|E000042443
SOC DE ASESORIA E INVERSIONES GIL RODRIG|77872610-6|E000042443
SOC DE ASESORIAS E INV GIL RODRG|77872610-6|E000042443
SOC DE ASESORIAS E INV GIL RODRI|77872610-6|E000042443
SOC DE ASESORIAS E INVERS GIL RO|77872610-6|E000042443
SOC DE ASES E INVERS LOS CANELOS|0-0|E000042444
SOC DE ASESORIA E INV DURMITOR L|79733850-8|E000042445
SOC DE ASESORIA E INVERSIONES DURMITOR L|79733850-8|E000042445
SOC DE ASESORIA E INVERSIONES DU|0-0|E000042446
SOC DE ASESORIA E INVERSIONES GI|0-0|E000042447
SOC DE ASESORIAS CONTABLES Y TRIBUTARIAS|77831900-4|E000042448
SOC DE ASESORIAS E INV E INMOB M|0-0|E000042449
SOC INMOBILIARIA E INVERSIONES M|0-0|E000042449
SOC INVERSIONES E INMOBILIARIA M|0-0|E000042449
SOCIEDAD DE INVERSIONES E INMOBILIARIA M|0-0|E000042449
SOC DE ASESORIAS E INVERSIONES A|0-0|E000042450
SOC DE ASESORIAS E INVERSIONES I|0-0|E000042451
SOC DE ASESORIAS E INVERSIONES L|77247370-2|E000042452
SOC DE ASESORIAS E INVERSIONES O|0-0|E000042453
SOC DE ASESORIAS FINANCIERAS Y ADMINISTR|79752100-0|E000042454
SOC DE ASISTENCIA Y CAPACITACION|70012450-9|E000042455
SOC DE BUSES LOS HEROES SA|0-0|E000042456
SOC DE CAPACIT CONSULTORIAS Y CO|0-0|E000042457
SOC DE CAPACITACION MENTOR LIMIT|76549430-3|E000042458
SOC DE COMERCIALIZACION Y TECNOLOGIA OME|0-0|E000042459
SOC DE COMERCIO EXTERIOR COMEREX S A|86390500-1|E000042460
SOC DE COMERCIO INTERAMERICANO S|0-0|E000042461
SOC DE COMERCIO INTERNACIONAL LT|79617980-5|E000042462
SOC DE COMERCIO INTERNACIONAL MO|0-0|E000042463
SOC DE COMUNICACIONES Y PROMOCIO|0-0|E000042464
SOC DE CONST E INGENIERIA S A|0-0|E000042465
SOC DE CONST INV INGENIERIA OBRA|0-0|E000042466
SOC DE CONST Y DESARR PRISMA S A|0-0|E000042467
SOC DE CONSTRUCCION E INGENIERIA S|0-0|E000042468
SOC DE DES RIO DANUBIO LTDA|88314200-4|E000042469
SOC DE DESARROLLO RIO DANUBIO LTDA|88314200-4|E000042469
SOC DE DESARROLLO AGUA DE PALO LTDA|79759920-4|E000042470
SOC DE DESARROLLO AGUA DEL PALO|79759920-4|E000042470
SOC DE DESARROLLO AGUA DEL PALO LIMITADA|79759920-4|E000042470
